,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
205,Arzé,"Arzé is a single mother in Beirut who is determined to buy her son Kinan a scooter so he can help her deliver the pies (sfiha) she bakes, her only source of income. She cannot afford the down payment, and tries to convince her sister Layla to let her sell her bracelet. Layla refuses, as the bracelet is a prized gift from her long-absent lover Zain, whom she insists will return. Frustrated, Arzé steals and pawns the bracelet.",Mira Shaib,"Louay Khraish, Faissal Sam Shaib","Faissal Sam Shaib, Louay Khraish, Zeina Badran",,Heyjin Jun,Hisham Saqr,June 2024(Tribeca Festival),Lebanon,
206,As Neves,As Neves is a 2024 Spanish teen thriller[2] film written and directed by Sonia Méndez [gl]. It is shot in Galician.,Sonia Méndez,Sonia Méndez,"Pedro Hernández Santos, Nati Juncal Portas","Andrea Varela, David Rodríguez Fernández, Antía Mariño, Xacobe Bruña Alonso, Irene Rodríguez Vence, Diego Caro, Santi Carmena Rico, Jenny Soto Romarís, Adriana Fernández Pazó, Lucía Veiga",Lucía C. Pan,Juliana Montañés,6 March 2024(Málaga),Spain,Galician
207,As Silence Passes By,As Silence Passes By (Spanish: Por donde pasa el silencio) is a 2024 Spanish drama film written and directed by Sandra Romero (in her directorial debut feature).,Sandra Romero,,,"Antonio Araque, Javier Araque, María Araque, Mona Martínez, Nico Montoya, Emmanuel Medina, Tamara Casellas",Angello Faccini,Cristóbal Fernández,25 September 2024(Zinemaldia),Spain,Spanish
208,Aserb: The Squadron,,Ahmed Nader Galal,Omar Abdel Halim,,"Ahmed El Sakka, Amr Abdulgalil, Kosai Khauli",,,1 May 2024,Egypt,Arabic
209,Ask Me What You Want,"Ask Me What You Want[2] (Spanish: Pídeme lo que quieras) is a 2024 erotic romantic drama film directed by Lucía Alemany [es] from a screenplay by Ivy Hesh, Marina Martín Laguna, and Vivian Dakota based on the novel by Megan Maxwell starring Gabriela Andrada and Mario Ermito.",Lucía Alemany,,Alejandro Miranda,"Gabriela Andrada, Mario Ermito",Thais Català,Raúl de Torres,29 November 2024,Spain,Spanish
210,The Assessment,"The Assessment is a 2024 science fiction thriller film. Set in a future where parenthood is strictly controlled, it follows a couple who undergo a rigorous seven-day assessment to determine their suitability for raising a child. The film stars Elizabeth Olsen, Alicia Vikander, and Himesh Patel, along with Indira Varma, Nicholas Pinnock, Charlotte Ritchie, Leah Harvey, and Minnie Driver. It was written by Dave Thomas, Nell Garfath-Cox and John Donnelly and directed by Fleur Fortuné in her feature-length debut. Its producers were Stephen Woolley, Elizabeth Karlsen and Grant S. Johnson with Number 9 Films, augenschein Filmproduktion, ShivHans Pictures, and Project Infinity.[3]",Fleur Fortuné,,"Stephen Woolley, Elizabeth Karlsen, Jonas Katzenstein, Maximilian Leo, Shivani Rawat, Julie Goldstein, Grant S. Johnson","Elizabeth Olsen, Alicia Vikander, Himesh Patel",Magnus Nordenhof Jønck,Yorgos Lamprinos,"September 8, 2024(TIFF)","United Kingdom, Germany, United States",English
211,At All Kosts,"The film premiered at the International Documentary Film Festival Amsterdam on November 16, 2024, and had its Canadian premiere at the Montreal International Documentary Festival on November 25.[2] It went into commercial release in May 2025.[3]",Joseph Hillel,,Joseph Hillel,,Nicolas Canniccioni,Heidi Haines,"November 16, 2024(IDFA)","Canada, Haiti","Haitian Creole, French"
212,At Averroès & Rosa Parks,At Averroès & Rosa Parks (French: Averroès & Rosa Parks) is a 2024 documentary film directed by Nicolas Philibert. The film is part of a triptych of feature documentaries devoted to patients and caregivers in Paris’ Central Psychiatric Group.[1],Nicolas Philibert,,"Miléna Poylo, Gilles Sacuto, Céline Loiseau",,Nicolas Philibert,Nicolas Philibert,16 February 2024(Berlinale),France,French
213,Atatürk,"Atatürk is a two-part Turkish epic biographical historical drama film directed by Mehmet Ada Öztekin and written by Necati Şahin. The film follows the life of the founding father of the Republic of Turkey, Mustafa Kemal Atatürk. It stars Aras Bulut İynemli in the title role, alongside an ensemble supporting cast.[1][2][3][4][5]",Mehmet Ada Öztekin,Necati Şahin,,Aras Bulut İynemli,Torben Forsberg,"Zeki Öztürk, Ruşen Dağhan",29 October 2023(Part I),Turkey,Turkish
214,Athhoi,"Athhoi is a 2024  Bengali romantic tragedy thriller film directed by Arna Mukhopadhyay.[1][2] The film stars Anirban Bhattacharya, Arna Mukhopadhyay and Sohini Sarkar in lead roles.[3][4] Produced by Jyoti Deshpande, Shrikant Mohta and Mahendra Soni under the banner of SVF and Jio Studios,[5] the film is a contemporary retelling and modern adaptation of the epic Othello by William Shakespeare.[6][7][8]",Arna Mukhopadhyay,,,"Anirban Bhattacharya, Arna Mukhopadhyay, Sohini Sarkar",Soumik Haldar,Sanglap Bhowmik,14 June 2024,India,Bengali
215,Athomugam,"Athomugam  (transl. Hidden Face) is a 2024 Indian Tamil-language drama thriller film written and directed by Sunil Dev.[1] The film stars S P Siddarth, Chaitanya Pratap, Sarithiran, and Ananth Nag in lead roles. The film was simultaneously shot in Malayalam.[2] The Tamil version of the film was theatrically released on 1 March 2024.",Sunil Dev,Sunil Dev,Reel Petti,"S P Siddarth, Chaitanya Pratap, Ananth Nag",Arun Vijaykumar,Nishad Yousaf,1 March 2024,India,Tamil
216,Atlas,"Atlas is a 2024 American science fiction action film starring Jennifer Lopez as a skilled counterterrorism analyst, who harbors a profound distrust of artificial intelligence, and who comes to realize that it may be her sole recourse following the failure of a mission aimed at apprehending a rogue robot. The film is directed by Brad Peyton and written by Leo Sardarian and Aron Eli Coleite. The film also stars Simu Liu, Sterling K. Brown, and Mark Strong.[3][4]",Brad Peyton,"Leo Sardarian, Aron Eli Coleite","Brad Peyton, Jeff Fierson, Joby Harold, Tory Tunnell, Jennifer Lopez, Elaine Goldsmith-Thomas, Benny Medina, Greg Berlanti, Sarah Schechter","Jennifer Lopez, Simu Liu, Sterling K. Brown, Mark Strong",John Schwartzman,Bob Ducsay,"May 24, 2024",United States,English
217,Audrey,"Audrey is a 2024 Australian black comedy film directed by Natalie Bailey and written by Lou Sanz. It stars  Jackie van Beek, Jeremy Lindsay Taylor, Josephine Blazier, Hannah Diviney, and Aaron Fa'aoso. It was released in Australia on 7 November 2024.",Natalie Bailey,,"Michael Wrenn, Dan Lake, Shannon Wilson-McClinton, Diya Eid","Jackie van Beek, Jeremy Lindsay Taylor, Josephine Blazier, Hannah Diviney, Aaron Fa'aoso",Simon Ozolins,Katrina Barker,10 March 2024(SXSW),Australia,English
218,Audrey's Children,"Audrey's Children is a 2024 American biographical drama film directed by Ami Canaan Mann and written by Julia Fisher Farbman. Natalie Dormer stars as healthcare pioneer and Ronald McDonald House Charities co-founder Dr. Audrey Evans, who served as Chief of Pediatric Oncology at the Children's Hospital of Philadelphia. Jimmi Simpson, Brandon Micheal Hall, Julianna Layne, and Clancy Brown co-star.",Ami Canaan Mann,Julia Fisher Farbman,"Michael A. Helfant, Bradley Gallo, Julia Fisher Farbman","Natalie Dormer, Jimmi Simpson, Brandon Micheal Hall, Julianna Layne, Clancy Brown",Jon Keng,Matthew Ramsey,June 2024(Tribeca)1,United States,English
219,Auron Mein Kahan Dum Tha,"Auron Mein Kahan Dum Tha is a 2024 Indian Hindi-language romantic thriller film written and directed by Neeraj Pandey.[4][5] The film stars Ajay Devgn and Tabu in their tenth film together[6] alongside Jimmy Sheirgill, Shantanu Maheshwari and Saiee Manjrekar.[7][8]",Neeraj Pandey,Neeraj Pandey,"Shital Bhatia, Narendra Hirawat, Kumar Mangat Pathak, Sangeeta Ahir","Ajay Devgn, Tabu, Jimmy Sheirgill, Shantanu Maheshwari, Saiee Manjrekar",Sudheer Palsane,Praveen Kathikuloth,2 August 2024,India,Hindi
220,Autumn and the Black Jaguar,The film was released in France on 7 February 2024.,"Gilles de Maistre, [, 1, ]",,"Catherine Camborde, Marco Colombo, Gilles de Maistre, Mattia Della Puppa, Sylvain Proulx, Jonathan Vanger","Emily Bett Rickards, [, 1, ], Lumi Pollack, [, 1, ], Paul Greene, [, 1, ], Kelly Hope Taylor, [, 1, ], Letitia Brookes, [, 1, ], Wayne Baker, [, 1, ], Lucrezia Pini, [, 1, ]",Olivier Laberge,"Julien Rey, [, 1, ]",1 February 2024(Germany)1,"France, [, 1, ], Canada, [, 1, ], Italy, [, 1, ], Germany, [, 2, ]","English, [, 1, ]"
221,Avatara Purusha 2,"Avatara Purusha 2 is a 2024 Indian Kannada-language supernatural comedy thriller film written and directed by Suni and produced by Pushkara Mallikarjunaiah under his banner Pushkar Films. It stars Sharan and Ashika Ranganath in the lead roles. P. Sai Kumar, Bhavya, Balaji Manohar, and Srinagar Kitty feature in supporting roles.  Abhinandan Kashyap composed the music while William David served as the cinematographer.",Suni,"Suni, Sheelam M Swamy, Kiran, Arjun",Pushkara Mallikarjunaiah,"Sharan, Ashika Ranganath",William David,Manu Shedgar,5 April 2024,India,Kannada
222,Average Student Nani,"Average Student Nani is a 2024 Telugu-language Indian romantic drama film produced by Pawan Kumar Kothuri and Bishali Geol under Sri Neelakanta Mahadeva Entertainments LLP banner and written and directed by also Pawan Kumar Kothuri.[1] It also features Pawan Kumar Kothuri, Sabiha Bhasin and Sneha Malviya are in lead roles while Rajeev Kanakala, Viviya Santh, Jhansi, Khaleja Giri, Bindu and others are in supporting roles. The music of the film composed by Karthik B Kodakandla.[2]",Pawan Kumar Kothuri,Pawan Kumar Kothuri,"Pawan Kumar Kothuri, Bishali Geol","Pawan Kumar Kothuri, Sahiba Bhasin, Sneha Malviya, Rajeev Kanakala, Viviya Santh",Sajeesh Rajendran,Uddhav SB,2 August 2024,India,Telugu
223,Avicii – I'm Tim,"The former movie description from Tribeca Festival reads: ""Before there was Avicii, there was just Tim. For the first time through his own words, witness the journey of a shy but prodigious musical talent who would soon become one of the defining artists of his generation"".[4]",Henrik Burman,Henrik Burman,Björn Tjärnberg,"Tim Bergling, Chris Martin, Nile Rodgers, Arash Pournouri, David Guetta, Aloe Blacc",Björn Tjärnberg,"Orvar Anklew, Kalle Lindberg","June 9, 2024(Tribeca)","Sweden, United States",English
224,Ayalaan,"Ayalaan (/əjəlɑːn/ transl. Alien) is a 2024 Indian Tamil-language science fiction action comedy film directed by R. Ravikumar and produced by KJR Studios. The film stars Sivakarthikeyan and Rakul Preet Singh in the lead roles, alongside Sharad Kelkar, Isha Koppikar, Karunakaran, Yogi Babu, David Broughton-Davies, Bhanupriya and Bala Saravanan, with Siddharth voicing the titular role. It follows a man who teams up with an alien to stop a rogue scientist from making a deadly Nova gas which would endanger the Earth.",R. Ravikumar,"R. Ravikumar, Karundhel Rajesh, Rajan Rajamandhalan",Kotapadi J Rajesh,"Sivakarthikeyan, Rakul Preet Singh, Siddharth, Sharad Kelkar, Isha Koppikar",Nirav Shah,Ruben,12 January 2024,India,Tamil
225,Azrael,"Azrael is a 2024 American action horror film directed by E. L. Katz and written by Simon Barrett.  The film stars Samara Weaving, Vic Carmen Sonne and Nathan Stewart-Jarrett. It premiered at the 2024 South by Southwest festival on March 9, 2024, and was released theatrically by IFC Films and Shudder in the United States on September 27, 2024.",E. L. Katz,Simon Barrett,"Dan Kagan, Simon Barrett, Dave Caplan","Samara Weaving, Vic Carmen Sonne, Nathan Stewart-Jarrett",Mart Taniel,Ben Baudhuin,"March 9, 2024(SXSW)",United States,"Esperanto, [, 2, ]"
226,Babai Ghahraman,"Babai Ghareman is derived from the 2D animated series Babai and Babaoo, which gained significant popularity on the Pouya Network and aired from 2018 to 2021.[1]",Hossein Saffarzadegan and Meysam Hosseini,Meqdad Akhavan,Mohammad Mehdi Mashkoori,,,,25 September 2024(Iran),"Iran, Turkey","Persian, , Turkish"
227,Babes,"Babes is a 2024 American comedy film directed by Pamela Adlon, written by Ilana Glazer and Josh Rabinowitz, and starring Glazer and Michelle Buteau. It is Adlon's feature directorial debut.",Pamela Adlon,"Ilana Glazer, Josh Rabinowitz","Ilana Glazer, Josh Rabinowitz, Susie Fox, Ashley Fox, Breean Pojunas","Ilana Glazer, Michelle Buteau, John Carroll Lynch, Oliver Platt, Sandra Bernhard, Stephan James, Hasan Minhaj",Jeffrey Kim,"Annie Eifrig, Elizabeth Merrick","March 9, 2024(SXSW)",United States,English
228,Babies Don't Come with Instructions,"Babies Don't Come with Instructions (Spanish: Sin instrucciones)[2] is a 2024 Spanish comedy-drama film directed by Marina Seresesky [es] and written by 
Marta Sánchez and Irene Niubó based on the 2013 Mexican film Instructions Not Included. It stars Maia Zaitegi, Paco León, and Silvia Alonso.",Marina Seresesky,"Marta Sánchez, Irene Niubó","Álvaro Alonso, Manuel Yebra, Carlos Juárez","Paco León, Maia Zaitegi, Silvia Alonso, Malcolm Treviño-Sitté, Yailene Sierra",Kenneth Oribe,"Irene Blecua, Elsa Fernández",25 December 2024,Spain,Spanish
229,Babli,"Babli is a 2024 Bengali  period romantic drama film co-written and directed by Raj Chakraborty,[1] based on Buddhadeb Guha's novel of the same name.[2][3][4] This film was released on 15 August 2024 under the banner of Raj Chakraborty Entertainment Productions.[5]",Raj Chakraborty,Souvik Bhattacharya (dialogues),"Raj Chakraborty, Subhashree Ganguly",See below,Manas Ganguly,Sanglap Bhowmik,15 August 2024(India),India,Bengali
230,Baby,"Baby is a 2024 drama film, directed by Marcelo Caetano.[3] A co-production between Brazil, France and the Netherlands,[4] the film stars João Pedro Mariano as Wellington (nicknamed ""Baby""), a young man forced to fend for himself on the streets of São Paulo. Newly released from a two-year stint in juvenile detention, during which his parents moved away without leaving any indication of their whereabouts, he meets the older Ronaldo (Ricardo Teodoro), an escort who becomes first a substitute father figure and then a love interest for Baby.[5]",Marcelo Caetano,"Marcelo Caetano, Gabriel Domingues","Ivan Melo, Roberto Tibirica, Juliette Lepoutre, Stienette Bookslopper, John Baars, Marcelo Caetano","João Pedro Mariano, Ricardo Teodoro, Ana Flavia Cavalcanti, Bruna Linzmeyer, Luiz Bertazzo","Joana Luz, Pedro Sotero",Fabian Remy,21 May 2024(Cannes),"Brazil, France, Netherlands",Portuguese
231,Baby Assassins,"Baby Assassins (ベイビーわるきゅーれ, Beibi Warukyūre) is an action comedy crime film series written and directed by Yugo Sakamoto [ja].[1][2][3] The series follows two young women who work as contract killers, Mahiro Fukugawa (Saori Izawa [ja][4]) and Chisato Sugimoto (Akari Takaishi[5]) as they struggle to adjust to modern society.[6][7] The series, distributed in Japan by Shibuya Productions [ja],[2][8] consists of three films and a twelve-episode television drama.",,,,,,,,,
232,Baby Invasion,"The film had its world premiere out of competition at the 81st Venice International Film Festival, on August 31, 2024.[1] The film had its United States premiere at Fantastic Fest 2024, on September 23, 2024.[3]",Harmony Korine,,"Judd Allison, James Clauer, Xlord","Juan Bofill, Shawn Thomas, Steven Rodriguez, Antonio Jackson, Tej Limlas Ly",Joao Rosa,"Adam Robinson, Leo Scott","August 31, 2024(Venice)",United States,English
233,Baby John,"Baby John is a 2024 Indian Hindi-language action thriller film directed by Kalees. It is a remake of Atlee's 2016 Tamil film Theri. The film stars Varun Dhawan, alongside Keerthy Suresh (in her Hindi debut), Wamiqa Gabbi, Zara Zyanna and Jackie Shroff.",Kalees,"Atlee, Kalees, Sumit Arora","Jyoti Deshpande, Murad Khetani, Atlee, Priya Atlee","Varun Dhawan, Keerthy Suresh, Wamiqa Gabbi, Jackie Shroff",Kiran Koushik,Ruben,25 December 20241,India,Hindi
234,Babygirl,"Babygirl is a 2024 American erotic thriller film written, directed, and produced by Halina Reijn. The film stars Nicole Kidman as a high-powered CEO who puts her career and family on the line when she begins an affair with a much younger intern (Harris Dickinson). Sophie Wilde and Antonio Banderas also star.",Halina Reijn,Halina Reijn,"David Hinojosa, Halina Reijn, Julia Oh","Nicole Kidman, Harris Dickinson, Sophie Wilde, Antonio Banderas","Jasper Wolf, [, 1, ]","Matthew Hannam, [, 2, ]","August 30, 2024(Venice)",United States,English
235,Bachchala Malli,"Bachchala Malli is a 2024 Indian Telugu-language period drama film written and directed by Subbu Mangadevvi, and produced by Razesh Danda and Balaji Gutta through Hasya Movies. The film stars Allari Naresh and Amritha Aiyer in the lead roles, while Rao Ramesh, Kota Jayaram, and Rohini play supporting roles.[1][2] The music was composed by Vishal Chandrasekhar with cinematography by Richard M. Nathan and editing by Chota K. Prasad. The film was released on 20 December 2024 and opened to mixed reviews from critics.[3]",Subbu Mangadevvi,Subbu Mangadevvi,"Razesh Danda, Balaji Gutta","Allari Naresh, Amritha Aiyer",Richard M. Nathan,Chota K. Prasad,20 December 2024,India,Telugu
236,Bachelor Party,"Bachelor Party is a 2024 Indian Kannada-language comedy film written and directed by Abhijit Mahesh and produced by Rakshit Shetty under Paramvah Studios. It stars Diganth Manchale,  Yogesh and Achyuth Kumar in the lead roles.[2] The music was composed by Arjun Ramu, while the cinematography and editing were handled by Arvind S Kashyap and Abhishek M.[3]",Abhijit Mahesh,Abhijit Mahesh,"G. S. Gupta, Rakshit Shetty, ,
Rajesh S Konanur, Sourabh A K (Executive Producers)","Diganth Manchale, Yogesh, Achyuth Kumar, Siri Ravikumar, Achara Kirk",Arvind S. Kashyap,Abhishek M.,26 January 2024,India,Kannada
237,Back Bencherz,"Back Bencherz is a 2024 Indian Kannada-language comedy drama film written and directed by BR Rajashekar.[1] Produced by Ramya Rajshekar under Police Praki Production, and starring Jathin Aryan, Akash MP, Shashank Simha, Manya Gowda, Kunkum H, Anusha Suresh, Manoj Shetty, Namith Gowda and Suchendra Prasad.[2] The film was theatrically released on 19 July 2024.[3]",BR Rajashekar,BR Rajashekar,Ramya Rajshekar,"Jathin Aryan, Akash MP, Shashank Simha, Manya Gowda, Kunkum H, Anusha Suresh, Manoj Shetty, Namith Gowda, Suchendra Prasad",Manohar Joshi,"Amar Gowda, Ranjan Narsimha Murthy",19 July 2024,India,Kannada
238,Back to Black,"Back to Black is a 2024 biographical drama film based on the life of English singer-songwriter Amy Winehouse, played by Marisa Abela. Directed by Sam Taylor-Johnson and written by Matt Greenhalgh, the film also stars Jack O'Connell, Eddie Marsan and Lesley Manville.",Sam Taylor-Johnson,,"Alison Owen, Debra Hayward, Nicky Kentish-Barnes","Marisa Abela, Jack O'Connell, Eddie Marsan, Lesley Manville",Polly Morgan,"Martin Walsh, Laurence Johnson",12 April 2024(United Kingdom),"United Kingdom, United States, [, 2, ]",English
239,Bad Boys: Ride or Die,"Bad Boys: Ride or Die is a 2024 American  buddy cop action comedy film starring Will Smith and Martin Lawrence. The fourth installment of the Bad Boys film series, and the sequel to Bad Boys for Life (2020), it was directed by Adil El Arbi and Bilall Fallah and written by Chris Bremner and Will Beall. In addition to the duo, Joe Pantoliano, Vanessa Hudgens, Alexander Ludwig, Paola Núñez, and Jacob Scipio also reprise their roles from previous installments. Tasha Smith joins the cast as Theresa Burnett replacing Theresa Randle, who played the character in the first three films, along with new cast members that includes Eric Dane, Ioan Gruffud, Melanie Liburd, and Rhea Seehorn. The story follows Miami detectives Mike Lowrey and Marcus Burnett, who are attempting to clear the name of their late Captain Conrad Howard after he is falsely accused of conspiracy.[5][6]","Adil El Arbi, Bilall Fallah","Chris Bremner, Will Beall","Jerry Bruckheimer, Will Smith, Chad Oman, Doug Belgrad","Will Smith, Martin Lawrence, Vanessa Hudgens, Alexander Ludwig, Paola Núñez, Eric Dane, Ioan Gruffudd, Jacob Scipio, Melanie Liburd, Tasha Smith, Rhea Seehorn, Tiffany Haddish, Joe Pantoliano",Robrecht Heyvaert,"Asaf Eisenberg, Dan Lebental","May 22, 2024(Coca-Cola Arena)",United States,English
240,Bad Boyz,,Omar Lulu,,Abraham Mathew,"Rahman, Babu Antony, Sheelu Abraham, Dhyan Sreenivasan, Bibin George, Anson Paul, Senthil Krishna",Alby Antony,Dileep Dennies,13 September 2024,India,Malayalam
241,Bad Faith,"Bad Faith: Christian Nationalism's Unholy War on Democracy is a 2024 American documentary film directed by Stephen Ujlaki and Chris Jones. The film explores the rise of Christian nationalism in the United States and its opposition to American democracy, and the historic role of Christian nationalists in the conservative movement, beginning with Paul Weyrich and Jerry Falwell in the Moral Majority, and Weyrich's creation of the secretive Council for National Policy. They opposed secular and democratic institutions, supported using government to promote Christianity, and much later, their political influence led to the support for the candidacy of Donald Trump, the subsequent January 6 United States Capitol attack, and the policy blueprints for Project 2025.[2]","Stephen Ujlaki, Chris Jones","Alec Baer, Chris Jones, Stephen Ujlaki",Stephen Ujlaki,"Elizabeth Neumann, [, 1, ], Ken Peters, [, 1, ], Eboo Patel, [, 1, ], Steve Schmidt, [, 1, ], Katherine Stewart, [, 1, ], Samuel Perry, [, 1, ], Russell Moore, [, 1, ], Rev. William Barber II, [, 1, ], Linda Gordon, [, 1, ], Jim Wallis, [, 1, ], Lisa Sharon Harper, [, 1, ], Jonathan Wilson-Hartgrove, [, 1, ], Anne Nelson, [, 1, ], Brent Allpress, [, 1, ], John Marty, [, 1, ], Stan Minner, [, 1, ]","Pilar Timpane, Billy Yates","Alec Baer, Chris Jones","January 10, 2024",United States,English
242,Bad Fish,"Bad Fish is a 2024 American independent horror film written, directed, and produced by Brad Douglas. The film centers around a marine biologist investigating attacks by sea life in a small coastal town.",Brad Douglas,Brad Douglas,"Brad Douglas, Ray Nomoto Robison","Jonny Lee, Mark Schneider, Abby Wathen",Chuck Greenwood,,"September 10, 2024",United States,English
243,Bad Genius,"Bad Genius is a 2024 American heist thriller film directed by J.C. Lee and co-written by Julius Onah. It is an English-language remake of the 2017 Thai film of the same name. It stars Benedict Wong, Callina Liang, Jabari Banks, Taylor Hickson, and Sarah-Jane Redmond.",J.C. Lee,,"Erik Feig, Ashley Stern, Jessica Switch, Patrick Wachsberger","Benedict Wong, Callina Liang, Jabari Banks, Taylor Hickson, Sarah-Jane Redmond",Brett Jutkiewicz,Franklin Peterson,"October 11, 2024",United States,English
244,The Bad Guardian,"In March 2026, the film appeared as the #4 movie on Netflix.[4]",Claudia Myers,Ashley Gable,"Robert Tinnell, Jeffrey Tinnell","Melissa Joan Hart, La La Anthony, Luis Bordonada",Francisco Bulgarelli,,2024,United States,English
245,The Bad Guys: Haunted Heist,"The Bad Guys: Haunted Heist is a 2024 CG animated Halloween heist comedy short film based on the 2022 film The Bad Guys, which in turn is based on the graphic novel series of the same name. This was the second special based on the film after A Very Bad Holiday, with the cast of said special reprising their roles for Haunted Heist, and later again for the prequel series which premiered in November 2025.",,,,,,,,,
246,Bad Hair Day,Bad Hair Day (Spanish: Un mal día lo tiene cualquiera)[1] is a 2024 Spanish comedy film directed by Eva Hache (in her directorial full-length debut) from a screenplay by Jelen Morales which stars Ana Polvorosa.,Eva Hache,,"Carolina Bang, Álex de la Iglesia, Mercedes Gamero","Ana Polvorosa, Goize Blanco, Ariana Martínez, Aníbal Gómez, Bàrbara Mestanza, Albert Green, Juriji der Klee, Agustín Jiménez",Alberto Morago,Vanessa Marimbert,26 January 2024,Spain,Spanish
247,Bad Newz,"Bad Newz is a 2024 Indian Hindi-language comedy film directed by Anand Tiwari.[5] Produced by Amazon Prime, Dharma Productions and Leo Media Collective, the film inspired by true events stars Vicky Kaushal, Triptii Dimri, and Ammy Virk.[6] It is a spiritual sequel to Good Newwz (2019),[7] and revolves around heteropaternal superfecundation, a reproductive process in which twins are born to the same mother, but from different biological fathers.[8]",Anand Tiwari,"Ishita Moitra, Tarun Dudeja","Karan Johar, Hiroo Yash Johar, Apoorva Mehta, Amritpal Singh Bindra, Anand Tiwari","Vicky Kaushal, Triptii Dimri, Ammy Virk",Debojeet Ray,Shan Mohammed,19 July 2024,India,Hindi
248,Bad Shabbos,Bad Shabbos is a 2024 American dark comedy film directed by Daniel Robbins and written by Robbins and Zack Weiner. The film stars Kyra Sedgwick as the matriarch of a Jewish family as tensions come to a head during a  Shabbos dinner. It debuted at the Tribeca Film Festival where it won the Audience Award.[3][4],Daniel Robbins,,Adam Mitchell,"Kyra Sedgwick, Method Man, Jon Bass, Milana Vayntrub",Matt Clegg,Kait Plum,"June 10, 2024(Tribeca Festival)",United States,English
249,Bad Tidings,"Bad Tidings is a British Christmas television film written by Laurence Rickard, Martha Howe-Douglas and Chris McCausland, and starring McCausland, Lee Mack, Sarah Alexander and Rebekah Staton.",,,,,,,,,
250,Bade Miyan Chote Miyan,"Bade Miyan Chote Miyan (transl. Big Mister and Little Mister) is a 2024 Indian Hindi-language science fiction action film directed by Ali Abbas Zafar and produced by Pooja Entertainment and AAZ Films. Sharing its name with the 1998 film also produced by Pooja Entertainment, the film stars Akshay Kumar, Tiger Shroff and Prithviraj Sukumaran in the lead roles alongside Manushi Chhillar, Alaya F, Sonakshi Sinha and Ronit Roy. The story follows two former soldiers in a race against time to save India from an imminent attack by a vengeful scientist.",Ali Abbas Zafar,,"Jackky Bhagnani, Vashu Bhagnani, Deepshikha Deshmukh, Ali Abbas Zafar, Himanshu Kishan Mehra","Akshay Kumar, Tiger Shroff, Prithviraj Sukumaran, Manushi Chhillar, Alaya F, Sonakshi Sinha, Ronit Roy",Marcin Laskawiec,Steven H. Bernard,11 April 20241,India,Hindi
251,Badland Hunters,"Badland Hunters (Korean: 황야) is a 2024 South Korean post-apocalyptic action film directed by Heo Myung-haeng in his directorial debut. A standalone sequel to Concrete Utopia (2023), it follows characters trying to survive in post-earthquake Seoul, now an orderless wasteland, three years after the original film's events.[2] Producer Byun Seung-min is the only key crew member to return from the original film.",Heo Myung-haeng,,"Byun Seung-min, Ma Dong-seok","Ma Dong-seok, Lee Hee-joon, Lee Jun-young, Roh Jeong-eui",Byun Bong-sun,"Nam Na-yeong, Ha Mi-ra","January 26, 2024",South Korea,Korean
252,Bagheera,"Bagheera[5] is a 2024 Indian Kannada-language superhero film[6] written and directed by Dr. Suri, from a story by Prashanth Neel, and produced by Vijay Kiragandur. It stars Sriimurali, alongside Rukmini Vasanth, Prakash Raj, Sudha Rani,  Ramachandra Raju, Achyuth Kumar and Rangayana Raghu. The music was composed by B. Ajaneesh Loknath, while the cinematography and editing were handled by Arjun Shetty and Pranav Sri Prasad.[7][8][9][10]",Dr. Suri,,Vijay Kiragandur,"Sriimurali, Rukmini Vasanth, Prakash Raj, Achyuth Kumar, Rangayana Raghu, Garuda Ram, Pramod Shetty, Sudha Rani, Sharath Lohitashwa",Arjun Shetty,Pranav Sri Prasad,31 October 2024,India,Kannada
253,Baghjan,Baghjan is 2024 Assamese-Moran bilingual film directed and written by filmmaker Jaicheng Jai Dohutia and produced by MAYAMARA art & culture.[1] The film is about the biggest industrial disasters; oil-leakage tragedy of 2020 at Baghjan.[2][3],Jaicheng Jai Dohutia,Jaicheng Jai Dohutia,"Jaicheng Jai Dohutia, , MAYAMARA art & culture",,,,2024,India,"Assamese, Moran"
254,Bagman,"Bagman is a 2024 American supernatural horror film directed by Colm McCarthy and written by John Hulme. It stars Sam Claflin, Antonia Thomas, William Hope, Steven Cree, and Frankie Corio.[3]",Colm McCarthy,John Hulme,"Marty Bowen, John Fischer, Wyck Godfrey, Isaac Klausner","Sam Claflin, Antonia Thomas, William Hope, Steven Cree, Frankie Corio",Nick Remy Matthews,Jeff Betancourt,"September 27, 2024",United States,English
255,Bahirbhoomi,"Bahirbhoomi is a 2024 Indian Telugu-language mystery thriller film written and directed by Ramprasad Konduru and produced by Venumadhav Machha for Mahakali Productions. The film features Noel Sean and Rishitha Nellore in lead roles with Chitram Srinu, Garima Singh and Jabardasth Phani in pivotal roles.[1][2][3][4][5][6][7]",Ramprasad Konduru,,Venu Madhav Machha,"Noel Sean, Rishitha Nellore",Praveen Komari,Kr Swami,4 October 2024,India,Telugu
