,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
365,Bird Box Barcelona,"Bird Box Barcelona is a 2023 post-apocalyptic horror film directed and written by Álex and David Pastor. A spin-off sequel to the 2018 film Bird Box, adapted from Josh Malerman's 2014 novel of the same name, the film stars Mario Casas, Naila Schuberth, Georgina Campbell and Diego Calva, and follows Sebastián and his daughter as they begin their own great adventure of survival in Barcelona after an entity of mysterious origin annihilates the world's population causing those who observe it to take their lives.","Álex Pastor, David Pastor","Álex Pastor, David Pastor","Dylan Clark, Núria Valls, Adrián Guerra, Chris Morgan, Ryan Lewis, Josh Malerman","Mario Casas, Naila Schuberth, Georgina Campbell, Diego Calva",Daniel Aranyó,Martí Roca,"July 14, 2023","United States, Spain","Spanish, English, German"
366,Birdeater,Birdeater is a 2023 Australian psychological thriller film written and directed by Jack Clark and Jim Weir in their directional debuts.,"Jack Clark, Jim Weir","Jack Clark, Jim Weir","Ulysses Oliver (Breathless Films), Stephanie Troost","Mackenzie Fearnley, Shabana Azeez, Ben Hunter",Roger Stonehouse,Ben Anderson,11 June 2023(Sydney Film Festival),Australia,
367,Birth of Kitarō: The Mystery of GeGeGe,"Birth of Kitarō: The Mystery of GeGeGe (Japanese: 鬼太郎誕生 ゲゲゲの謎, Hepburn: Kitarō Tanjō: GeGeGe no Nazo) is a 2023 Japanese animated dark fantasy film,[3] directed by Gō Koga and written by Hiroyuki Yoshino; the film is based on the GeGeGe no Kitarō manga series by Shigeru Mizuki. Produced by Toei Animation and distributed by Toei Company, Birth of Kitarō commemorates Mizuki's 100th birthday and is the fourth film in the franchise. It is a prequel to the 2018 anime series, which tells the story of Kitarō's birth, focusing on a salaryman named Mizuki (based on Shigeru Mizuki himself) and Kitarō's father. However, unlike the main series, it was made as a horror story aimed at adults.[4]",Gō Koga,,"Keisuke Naito, [, 1, ]","Toshihiko Seki, Hidenobu Kiuchi, Atsumi Tanezaki, Yumiko Kobayashi, Toshio Furukawa, Miyuki Sawashiro, Umeka Shōji, Masako Nozawa",Tomoyuki Ishiyama,,"November 17, 2023",Japan,Japanese
368,Birth/Rebirth,"Birth/Rebirth is a 2023 American psychological horror film directed by Lee Moss[a] and written by Moss and Brendan J. O'Brien. The independent film stars Marin Ireland, Judy Reyes, A. J. Lister, Breeda Wool, and LaChanze.","Lee Moss, [, a, ]","Lee Moss, [, a, ], Brendan J. O'Brien","Mali Elfman, David Grove Churchill Viste","Marin Ireland, Judy Reyes, A. J. Lister, Breeda Wool, LaChanze",Chananun Chotrungroj,Taylor Joy Mason,"January 20, 2023(Sundance)",United States,English
369,Birthday Girl,Birthday Girl is a 2023 Danish thriller film directed by Michael Noer. The film follows a mother (Trine Dyrholm) and daughter (Flora Ofelia Hofmann Lindahl) who grapple with the aftermath of a sexual assault while on a cruise ship.,Michael Noer,,,"Trine Dyrholm, Flora Ofelia Hofmann Lindahl",,,2023,Denmark,"Danish, English"
370,Biye Bibhrat,"Biye Bibhrat (transl. Marriage Confusion) is a 2023 Indian Bengali-language romantic comedy drama film written by Parambrata Chattopadhyay and directed by Raja Chanda. The film was produced by Shadow Films and Roadshow Films. The film stars Parambrata Chattopadhyay, Abir Chatterjee and Lahoma Bhattacharya in the lead roles.[1][2][3][4]",Raja Chanda,,"Parambrata Chattopadhyay, Aritra Sen","Parambrata Chattopadhyay, Abir Chatterjee, Lahoma Bhattacharjee, Sudipa Basu",Basudeb Chakraborty,Sumit Chowdhury,14 July 2023,India,Bengali
371,Black Barbie: A Documentary,"Black Barbie: A Documentary is a 2023 American documentary film about the creation of the first black Barbie doll in 1980.[2][3] The film is directed, written, and produced by Lagueria Davis. The film premiered at the 2023 South by Southwest film festival[4] and was released on Netflix on June 19, 2024.[1]",Lagueria Davis,Lagueria Davis,"Lagueria Davis, Aaliyah Williams",Lagueria Davis,"Rita Baghdadi, Sara Garth",Heidi Zimmerman,September 2023(SXSW)1,United States,English
372,The Black Book,"Following the killing of his innocent son, Paul Edima (Richard Mofe-Damijo) seeks to avenge his death and punish the mastermind, and his former boss, General Issa (Alex Usifo).[2]",Editi Effiong,"Bunmi Ajakaiye, Editi Effiong","Editi Effiong, Uyai Effiong, Kemi Lala Akindoju","Richard Mofe-Damijo, Ade Laoye, Sam Dede, Ireti Doyle, Shaffy Bello",Yinka Edward,Antonio Rui Ribeiro,22 September 2023,Nigeria,"English, Nigerian Pidgin"
373,Black Clover: Sword of the Wizard King,"Black Clover: Sword of the Wizard King (Japanese: ブラッククローバー 魔法帝の剣, Hepburn: Burakku Kurōbā: Mahōtei no Ken) is a Japanese animated fantasy action film directed by Ayataka Tanemura and produced by Pierrot. Based on the shōnen manga series Black Clover by Yūki Tabata, the film was released in Japanese theaters by Shochiku on June 16, 2023. It received an international streaming release on Netflix the same day. The events of the animated movie take place during the 6-month gap between the Elf Reincarnation Arc and the Heart Kingdom Joint Struggle Arc, during the fourth season of Black Clover anime.",Ayataka Tanemura,,"Ryuu Hashimoto, Maiko Isotani, Tomohiko iwase, Naomi Komatsu, Hideyuki Yamazaki, Shouta Iida",,,,"June 16, 2023",Japan,Japanese
374,The Black Demon,"The Black Demon is a 2023 science fiction thriller film directed by Adrian Grünberg from a screenplay by Boise Esquerra and starring Josh Lucas, Fernanda Urrejola and Julio Cesar Cedillo.[1][2] In the film, a stranded family on a crumbling oil rig in Baja faces off against a vengeful megalodon shark.",Adrian Grünberg,,"Javier Chapa, Jon Silk, Arianne Fraser, Delphine Perrier","Josh Lucas, Fernanda Urrejola, Julio Cesar Cedillo",Antonio Riestra,"Sam Baixauli, V. Manu Medina","April 28, 2023",United States,English
375,Black Mold,"Black Mold premiered at the 10th Panic Fest on April 15, 2023, in Kansas City, Missouri.[1][3]",John Pata,John Pata,,"Agnes Albright, Andrew Bailes, Caito Aase, Jeremy Holm",,,"April 15, 2023(Panic Fest)",United States,English
376,Black War: Mission Extreme 2,"The film is the second part of a two-film series.[2] This film was supposed to be released on 6 January 2023, but was rescheduled for release on 13 January 2023.[3] The first part of this franchise was released in theatres on 3 December 2021.[4]",Sunny Sanwar and Faisal Ahmed,Sunny Sanwar,Rajnahar and Sunny Sanwar,"Arifin Shuvoo, Taskeen Rahman, Jannatul Ferdous Oishee, Sadia Nabila, Misha Shawdagar, Sumit Sen Gupta",,,13 January 2023,Bangladesh,Bengali
377,BlackBerry,"BlackBerry is a 2023 Canadian biographical comedy-drama film directed by Matt Johnson from a screenplay by Johnson and producer Matthew Miller. It was loosely adapted from Jacquie McNish and Sean Silcoff's book Losing the Signal: The Untold Story Behind the Extraordinary Rise and Spectacular Fall of BlackBerry.[5][6] The film is a dramatized account of the history of the BlackBerry line of mobile phones created by co-founders Douglas Fregin and Mike Lazaridis, and investor Jim Balsillie.[7] Lazaridis is portrayed by Jay Baruchel, Balsillie is portrayed by Glenn Howerton, and Fregin is portrayed by Johnson. The film also stars Rich Sommer, Michael Ironside, Martin Donovan, Michelle Giroux, SungWon Cho, Mark Critch, Saul Rubinek, and Cary Elwes in supporting roles.",Matt Johnson,,"Fraser Ash, Niv Fichman, Kevin Krikst, Matthew Miller","Jay Baruchel, Glenn Howerton, Matt Johnson, Rich Sommer, Michael Ironside, Martin Donovan, Michelle Giroux, SungWon Cho, Mark Critch, Saul Rubinek, Cary Elwes",Jared Raab,Curt Lobb,"February 17, 2023(Berlin)","Canada, [, 1, ]",English
378,Blackout,"Blackout is a 2023 American horror film written and directed by Larry Fessenden and starring Alex Hurt, Addison Timlin and Motell Gyn Foster.[1] As with Fessenden's previous film Depraved, it is inspired by classic monster movies (in the case of Blackout, werewolf films such as The Wolf Man) though it is not a direct remake.[2] Fessenden has named Marvel Comics's Werewolf by Night series as an inspiration for the film, in addition to the Universal Classic Monster films of the 30s, 40's and 50's.[3]",Larry Fessenden,Larry Fessenden,"Larry Fessenden, J. Christian Ingvordsen, James Felix McKenney","Alex Hurt, Addison Timlin, Motell Gyn Foster",Collin Brazie,,"July 20, 2023(Fantasia Film Festival)",United States,English
379,Blaga's Lessons,"Blaga's Lessons premiered at the 57th Karlovy Vary International Film Festival, where it won the Crystal Globe for Best Film. It was selected as the Bulgarian entry for the Academy Award for Best International Feature Film at the 96th Academy Awards. It also fetched Silver Peacock-Best Direction at the 54th International Film Festival of India.[4]",Stephan Komandarev,"Simeon Ventsislavov, Stephan Komandarev","Stephan Komandarev, Katya Trichkova","Eli Skorcheva, Stefan Denolyubov, Ivaylo Hristov",Vesselin Hristov,Nina Altaparmakova,3 July 2023(Karlovy Vary),"Bulgaria, Germany",Bulgarian
380,Bleeding Love,"Bleeding Love is a 2023 American drama film starring real life father and daughter Ewan McGregor and Clara McGregor. Directed by Emma Westenberg in her feature length debut, it was written by Ruby Caster from an original story by Caster, Clara McGregor and Vera Bulder. It had its world premiere at South by Southwest on March 11, 2023 under the title You Sing Loud, I Sing Louder, and was released by Vertical Entertainment on February 16, 2024.",Emma Westenberg,,"Mark Amin, Christine Vachon, Clara McGregor, Vera Bulder, Greg Lauritano, Mason Plotts, Cami Winikoff","Clara McGregor, Ewan McGregor, Kim Zimmer, Jake Weary, Devyn McDowell, Vera Bulder",Christopher Ripley,Autumn Dea,"March 11, 2023(SXSW)",United States,English
381,Blind,"Blind is a 2023 Indian Hindi-language crime thriller film directed by Shome Makhija and produced by Sujoy Ghosh, Avishek Ghosh, Hyunwoo Thomas Kim, Sachin Nahar, Pinkesh Nahar and Manish W.[1] The film features Sonam Kapoor in a leading role[2][3] with Purab Kohli, Vinay Pathak and Lillete Dubey in supporting roles.[4] Blind, a remake of the 2011 Korean film of the same name, centres around a blind police officer in search of a serial killer.[5] The principal photography began on 28 December 2020 in Glasgow, Scotland[6][7] and wrapped up on 13 February 2021. The film premiered on 7 July 2023 on JioCinema.[8] The film received negative reviews from critics and audience. It marks the last film role of Kapoor till date.",Shome Makhija,,"Sujoy Ghosh, Avishek Ghosh, Hyunwoo Thomas Kim, Sachin Nahar, Pinkesh Nahar, Manish W, Jyoti Deshpande","Sonam Kapoor, Purab Kohli, Vinay Pathak, Lillete Dubey",Gairik Sarkar,Tanupriya Sharma,7 July 2023,India,Hindi
382,The Blind,"The film was shot in Shreveport, Louisiana in early 2022.[5] Korie Robertson acted as a producer, while Willie Robertson was an executive producer. The Robertson family appeared in a behind the scenes podcast called The Blind Movie Podcast.[6]",Andrew Hyatt,,"Zach Dasher, Korie Robertson, Bob Katz, Brittany Yost, Cole Prine","Aron von Andrian, Amelia Eve, Connor Tillman, John Ales, Kerry Knuppe",Chris Stacey,John Lange,"September 28, 2023",United States,English
383,Blondi,"Blondi is a 2023 comedy-drama film directed, co-written, produced, and starred by Dolores Fonzi in her directorial debut feature.",Dolores Fonzi,,"Santiago Mitre, Dolores Fonzi, Agustina Llambí Campbell, Santiago Carabante","Dolores Fonzi, Carla Peterson, Rita Cortese, Tito Rovito, Leonardo Sbaraglia",Javier Juliá,Susana Leunda,22 April 2023(BAFICI),"Argentina, Spain, United States",Spanish
384,Blood & Gold,"Blood & Gold is a 2023 film released in Germany on April 21, 2023, at the Fantasy Filmfest, and worldwide on May 26, 2023, on Netflix.[1]",Peter Thorwarth,Stefan Barth,"Christian Becker, Pavel Muller, Mark Nolting, Amara Palacios","Robert Maaser, Marie Hacke, Alexander Scheer, Jördis Triebel",,,"April 21, 2023(Fantasy Filmfest)",Germany,German
385,Blood for Dust,"Blood for Dust is a 2023 American action crime thriller film written by David Ebeltoft, directed by Rod Blackhurst and produced by Noah Lang, Ari Novak, Mark Fasano and Nathan Klingher. It stars Scoot McNairy, Kit Harington and Josh Lucas.",Rod Blackhurst,,"Noah Lang, Mark Fasano, Nathan Klingher, Bobby Campbell, Arun Kumar, Ari Novak, Petr Jákl, Bernard Kira, Ryan Winterstern","Scoot McNairy, Kit Harington, Josh Lucas, Stephen Dorff",Justin Derry,Justin Oakey,June 2023(Tribeca Film Festival),United States,English
386,Blood Vessel,"Set against the backdrop of the Niger Delta oil conflict, six young people fleeing a town devastated by oil pollution and political unrest stow away on a ship laden with stolen crude oil and embark on a perilous journey across the Atlantic Ocean—not realizing the dangers that await. Trapped for days in a small hold, they eventually come face to face with a cruel Russian rogue captain and his men. As more and more of them are killed or tortured, the youngest of them, Abbey, manages to get out and fight to make it out alive.",Moses Inwang,,,,,,2023,Nigeria,
387,Bloodthirst,"Bloodthirst is a 2023 American independent action horror film directed by Michael Su and written by Adrian Milnes and Massimiliano Cerchi. The film stars Costas Mandylor, Tara Reid and Robert LaSardo.",Michael Su,,"Sonny Mahal, Michael Mahal","Costas Mandylor, Tara Reid, Robert LaSardo",Michael Su,"Lea Vrabelova, Gregory Solis","October 31, 2023",United States,English
388,Bloody Daddy,"Bloody Daddy is a 2023 Indian Hindi-language action thriller film directed by Ali Abbas Zafar, who co-wrote the film with Aditya Basu and Siddharth–Garima, and produced by Jio Studios. It features Shahid Kapoor, Sanjay Kapoor, Diana Penty, Ronit Roy, Rajeev Khandelwal, Ankur Bhatia and Vivan Bhatena.[2] It is a remake of the 2011 French film Sleepless Night.[3][4]",Ali Abbas Zafar,"Ali Abbas Zafar, Aditya Basu, Siddharth–Garima","Jyoti Deshpande, Sunir Khetarpal, Gaurav Bose, Himanshu Kishan Mehra, Ali Abbas Zafar, Sushil Choudhary","Shahid Kapoor, Ronit Roy, Rajeev Khandelwal, Sanjay Kapoor, Diana Penty",Marcin Laskawiec,Steven H. Bernard,9 June 2023,India,Hindi
389,Blue Beetle,"Blue Beetle is a 2023 American superhero film based on the DC Comics character Jaime Reyes / Blue Beetle. Directed by Ángel Manuel Soto and written by Gareth Dunnet-Alcocer, it is the 14th film in the DC Extended Universe (DCEU). Xolo Maridueña stars as Reyes, a recent college graduate who is granted superpowers by an ancient alien relic known as the Scarab. Adriana Barraza, Damián Alcázar, Raoul Max Trujillo, Susan Sarandon, and George Lopez also star in the film. John Rickard and Zev Foreman produced the film for DC Films and Warner Bros. Pictures.",Ángel Manuel Soto,Gareth Dunnet-Alcocer,"John Rickard, Zev Foreman","Xolo Maridueña, Adriana Barraza, Damián Alcázar, Raoul Max Trujillo, Susan Sarandon, George Lopez",Pawel Pogorzelski,Craig Alpert,"August 14, 2023(El Paso, Texas)",United States,"English, Spanish"
390,Blue Hour: The Disappearance of Nick Brandreth,"Two and a half decades after her father disappeared in 1997, a documentarian seeks the truth from her family and law enforcement.",Dan Bowhers,Dan Bowhers,"Dan Bowhers, Nick Brandreth, Mike Headford","Morgan DeTogne, Michael Kowalski, Mike Headford, Nick Brandreth, Josh Olkowski","Nick Brandreth, Mike Headford",Mike Headford,"April 19, 2023(Panic Film Festival)",,
391,The Blue Star,The Blue Star (Spanish: La estrella azul) is a 2023 drama film written and directed by Javier Macipe (in his directorial debut feature) inspired by the life of Aragonese musician Mauricio Aznar which stars Pepe Lorente.,Javier Macipe,,"Simón de Santiago, Amelia Hernández Causapé, Hernán Musaluppi","Pepe Lorente, Cuti Carabajal, Mariela Carabajal, Noelia Verenice López, Demi Carabajal, Marc Rodríguez, Bruna Cusí, Catalina Sopelana, Aitor Domingo, Coya Chavero, Pablo Carabajal",Álvaro Medina,Nacho Blasco,25 September 2023(Zinemaldia),"Spain, Argentina",Spanish
392,Boat People,"Adapted from Lam's 2020 book The Paper Boat, the nine-minute film centres on the experiences of Vietnamese refugees, called ""boat people"", who fled Vietnam through the sea at the end of the Vietnam War in 1975.[2]","Thao Lam, Kjell Boersma","Thao Lam, Kjell Boersma","Justine Pimlott, Jelena Popovic",,,,"April 27, 2023",Canada,English
393,Bogla Mama Jug Jug Jiyo,"Bogla Mama Jug Jug Jiyo is a 2023 Indian Bengali comedy film directed by Dhrubo Banerjee and produced by Shree Venkatesh Films and Jio Studios,[1][2][3] based on Rajkumar Maitra's cartoon character, Bagalamama.[4][5] The film stars Kharaj Mukherjee, Riddhi Sen, Rajatava Dutta, Aparajita Adhya and Ditipriya Roy in prominent roles.[6] The film was released on 24 November 2023.[7]",Dhrubo Banerjee,Sreejib,"Jyoti Deshpande, Shrikant Mohta, Mahendra Soni","Kharaj Mukherjee, Riddhi Sen, Rajatava Dutta, Aparajita Adhya, Ditipriya Roy",Soumik Haldar,Sanglap Bhowmik,24 November 2023,India,Bengali
394,Boil Alert,"Boil Alert is a 2023 Canadian documentary film, directed by Stevie Salas and James Burns.[3] The film profiles artist and activist Layla Staats, as she investigates and campaigns around issues of unsafe and unclean water supply in indigenous communities in both Canada and the United States.[4]","Stevie Salas, James Burns",,Stevie Salas,"Layla Staats, Autumn Peltier, Jessica Matten, Santee Smith, Michelle Thrush",,"Dalton Price, James Burns","September 15, 2023(TIFF)",Canada,English
395,Bolan's Shoes,"Bolan's Shoes is a 2023 British film, written and directed by Ian Puleston-Davies, and starring Timothy Spall and Leanne Best. The film features the music of the band T. Rex. The film has a 15 September 2023 UK release date.",Ian Puleston-Davies,Ian Puleston-Davies,"Terri Dwyer, Greg Barrow, Dean Fisher","Timothy Spall, Leanne Best",Richard Swingle,"Abi Wright, Chris Gill, Mark McKenny",1 March 2023(Cinequest Film Festival),United Kingdom,English
396,Bommai,Bommai (transl. Mannequin) is a 2023 Indian Tamil-language romantic psychological thriller film written and directed by Radha Mohan.[1] The film stars S. J. Suryah and Priya Bhavani Shankar. It is about a man who falls in love with a mannequin.,Radha Mohan,M. R. Pon Parthiban,"V. Maruthu Pandian, Dr. Jasmine Santhosh, Dr. Dheepa T Durai","S. J. Suryah, Priya Bhavani Shankar, Chandini Tamilarasan",Richard M. Nathan,Anthony,16 June 2023,India,Tamil
397,Bommai Nayagi,"Bommai Nayagi (transl. Doll heroine) is a 2023 Indian Tamil-language social drama film written and directed by Shan in his directorial debut and produced by Pa. Ranjith under Neelam Production. The film had Yogi Babu in the lead role. The music was composed by Sundaramurthy K S, Cinematography handled by Athisayaraj R and edited by Selva R. K. This film received critical acclaim from critics and audiences.",Shan,Shan,Pa. Ranjith,"Yogi Babu, Harikrishnan Anbudurai, G. M. Kumar, Subatra Robert, Srimathi",Athisayaraj R,Selva R. K.,3 February 2023,India,Tamil
398,Bon Bini: Bangkok Nights,"Bon Bini: Bangkok Nights[a] is a 2023 Dutch comedy film directed by Pieter van Rijn.[1][2] The film won the Golden Film award after having sold 100,000 tickets.[1][2] The film also won the Platinum Film award after having sold 400,000 tickets.[3][4] The film is the sequel to the 2022 film Bon Bini Holland 3.[3]",Pieter van Rijn,,Maarten Swart,,Joost Rietdijk,"Peter Alderliesten, Annelies van Woerden",20 December 2023,Netherlands,Dutch
399,Bones and Names,"Bones and Names (German: Knochen und Namen) is a 2023 German drama film written and directed by Fabian Stumm in his feature directorial debut, starring himself along with Knut Berger, Marie-Lou Sellem and Susie Meyer. The relationship drama presents subtle irony of the partnership between an actor and an author that turns out to be more vulnerable to crises than expected.[1][2]",Fabian Stumm,,"Fabian Stumm, Nicola Heim","Fabian Stumm, Knut Berger, Marie-Lou Sellem, Susie Meyer",Michael Bennett,Kaspar Panizza,19 February 2023(Berlinale),Germany,"German, French"
400,"Bonnard, Pierre and Marthe","Bonnard, Pierre and Marthe (French: Bonnard, Pierre et Marthe) is a 2023 French film written and directed by Martin Provost. The film depicts the love story and romance between the painter Pierre Bonnard and his wife, model, and muse Marthe.[4]",Martin Provost,Martin Provost,"François Kraus, Denis Pineau-Valencienne","Vincent Macaigne, Cécile de France","Guillaume Schiffman, [, 1, ]","Tina Baz, [, 1, ]",21 May 2023(Cannes),France,French
401,Songs of Surrender,"Songs of Surrender is an album of re-recorded songs by Irish rock band U2. Produced by guitarist the Edge, it was released on 17 March 2023 on Island Records and Interscope Records.[5] Largely the effort of the Edge and lead vocalist Bono, the album comprises re-recorded and reinterpreted versions of 40 songs from the group's back catalogue, many in stripped-down and acoustic arrangements. The album is a companion to Bono's memoir, Surrender: 40 Songs, One Story (2022), which was structured into 40 chapters titled after U2 songs. Rearranged versions of the songs were first included in the audiobook edition of the memoir, and were performed by Bono during the book's promotional tour.",,,,,,,,,
402,Bonus Track,"Bonus Track is a 2023 British coming-of-age romantic comedy film directed by Julia Jackman, in her feature directorial debut, based on an original story by Josh O'Connor, who also appears in the film, and Mike Gilbert, who wrote the screenplay.",Julia Jackman,,"Stephanie Aspin, Helen Simmons, Campbell Beaton","Joe Anders, Samuel Small",Jonas Mortensen,Jason Rayton,5 October 2023(LFF),United Kingdom,English
403,Hiccups,"Boo is a 2023 Indian horror thriller film written and directed by A. L. Vijay. The film, a Tamil-Telugu bilingual, it stars Rakul Preet Singh, Vishwak Sen, Reba Monica John, Nivetha Pethuraj, Manjima Mohan and Megha Akash in the lead roles.[1] It premiered on JioCinema on 27 May 2023.[2]",Vijay,Vijay,"Jyoti Deshpande, Ramanjaneyulu Javvaji, M. Raja Shekhar Reddy, Anil Jain, Rakesh Jain","Rakul Preet Singh, Vishwak Sen, Reba Monica John, Nivetha Pethuraj, Manjima Mohan, Megha Akash",Sandeep K. Vijay,Anthony,27 May 2023,India,"Tamil, Telugu"
404,Booger,"Booger is a 2023 American body horror comedy film written and directed by Mary Dauterman in her feature directorial debut.[1] It stars Grace Glowicki, Garrick Bernard, Heather Matarazzo, and Marcia DeBonis. The film follows Anna (Glowicki), who, while grieving the unexpected death of her best friend and roommate Izzy (Sofia Dobrushin), is bitten by their runaway cat Booger, causing Anna to undergo an unusual bodily transformation.",Mary Dauterman,Mary Dauterman,Lexi Tannenholtz,"Grace Glowicki, Garrick Bernard, Heather Matarazzo, Marcia DeBonis",Kenny Suleimanagich,Kyle Moriarty,"July 24, 2023(Fantastic Fest)",United States,English
405,The Boogeyman,"The Boogeyman is a 2023 American supernatural horror film directed by Rob Savage from a screenplay by Scott Beck, Bryan Woods, and Mark Heyman, and a screen story by Beck and Woods.[7] Based on the 1973 short story of the same name by Stephen King, the film follows a family that becomes haunted by the Boogeyman after a troubled man visits and inadvertently brings the creature to them. The ensemble cast includes Sophie Thatcher, Chris Messina, Vivien Lyra Blair, and David Dastmalchian.",Rob Savage,,"Shawn Levy, Dan Levine, Dan Cohen","Sophie Thatcher, Chris Messina, Vivien Lyra Blair, David Dastmalchian",Eli Born,Peter Gvozdas,"June 2, 2023",United States,English
406,The Boogeyman: The Origin of the Myth,The Boogeyman: The Origin of the Myth[1] (Spanish: El hombre del saco) is a 2023 teen fantasy horror film directed by Ángel Gómez Hernández [de] from a screenplay by Juma Fodde which stars Javier Botet as the title character alongside Macarena Gómez and Manolo Solo. It is inspired by the Crime of Gádor.[2],Ángel Gómez Hernández,,"Álvaro Ariza, María Luisa Gutiérrez, Ignacio G. Cucucovich","Javier Botet, Macarena Gómez, Manolo Solo, Iván Renedo, Claudia Placer, Lorca Prada, Carla Tous, Lucas de Blas, Guillermo Novillo",Javier Salmones,Luis de la Madrid,11 August 2023(Spain),"Spain, Uruguay",Spanish
407,Book Club: The Next Chapter,"Book Club: The Next Chapter is a 2023 American romantic comedy film written and directed by Bill Holderman. It serves as a sequel to Book Club (2018). The film stars Diane Keaton, Jane Fonda, Candice Bergen and Mary Steenburgen, Craig T. Nelson, Giancarlo Giannini, Andy García, and Don Johnson.",Bill Holderman,"Bill Holderman, Erin Simms","Bill Holderman, Erin Simms","Diane Keaton, Jane Fonda, Candice Bergen, Mary Steenburgen, Craig T. Nelson, Giancarlo Giannini, Andy García, Don Johnson",Andrew Dunn,Doc Crotzer,"May 12, 2023",United States,English
408,The Book of Clarence,"The Book of Clarence is a 2023 American biblical comedy-drama film written and directed by Jeymes Samuel, and produced by Samuel, Jay-Z, James Lassiter, and Tendo Nagenda. The film stars LaKeith Stanfield, Omar Sy, RJ Cyler, Anna Diop, David Oyelowo, Micheal Ward, Alfre Woodard, Teyana Taylor, Caleb McLaughlin, Eric Kofi-Abrefa, Marianne Jean-Baptiste, James McAvoy, and Benedict Cumberbatch. It follows a struggling down-on-his-luck man named Clarence living in A.D. 33 Jerusalem who looks to capitalize on the rise of Jesus Christ, by claiming to be a new Messiah sent by God, in an attempt to free himself of debt and start a life of glory for himself.",Jeymes Samuel,Jeymes Samuel,"Jeymes Samuel, Jay-Z, James Lassiter, Tendo Nagenda","LaKeith Stanfield, Omar Sy, RJ Cyler, Anna Diop, David Oyelowo, Micheal Ward, Alfre Woodard, Teyana Taylor, Caleb McLaughlin, Eric Kofi-Abrefa, Marianne Jean-Baptiste, James McAvoy, Benedict Cumberbatch",Rob Hardy,Tom Eagles,"October 11, 2023(BFI)",United States,English
409,The Book of Solutions,The Book of Solutions (French: Le Livre des solutions) is a 2023 French comedy-drama[3] film written and directed by Michel Gondry.[4],Michel Gondry,Michel Gondry,Georges Bermann,"Pierre Niney, Blanche Gardin, Françoise Lebrun, Frankie Wallach, Camille Rutherford, Vincent Elbaz","Laurent Brunet, [, 1, ]","Élise Fievet, [, 1, ]",21 May 2023(Cannes),France,French
410,Boom! Boom! The World vs. Boris Becker,"Boom! Boom! The World vs. Boris Becker is a 2023 documentary film by Alex Gibney. It details the life of troubled tennis champion Boris Becker including exclusive access to three years of his life up to his incarceration in the United Kingdom in April 2022. It is a co-production between Ventureland and Jigsaw Productions, with financing from Lorton Entertainment. The first part premiered at the 2023 Berlin Film Festival on 19 February 2023. The film was released in two parts on Apple TV+ from April 7, 2023.",Alex Gibney,,"John Battsek, Alex Gibney, Erin Edeiken, George Chignell","Barbara Becker, Boris Becker, Björn Borg, Novak Djokovic, John McEnroe, Ion Tiriac, Mats Wilander",,"Michael J. Palmer, Graeme Butler (co-editor)",19 February 2023(part one -Berlin),United Kingdom,English
411,Boomerang,Boomerang is a 2023 Indian Malayalam-language film directed by Manu Sudhakaran and produced by Aji Medayyil and Thoufeek R. The film features Samyuktha in the lead role. The film was released on 24 February 2023.,Manu Sudhakaran,Manu Sudhakaran,"Aji Medayyi, Thoufeek R",Shine Tom Chacko,Vishnu Narayanan,Akhil A. R.,24 February 2023,India,Malayalam
412,Boonie Bears: Guardian Code,"It was released in China on 22 January 2023 (Chinese New Year). On 5 February, it surpassed US$200 million to become the highest-grossing film in the Boonie Bears franchise.","Lin Yongchang, Shao Heqi","Cui Tiezhi, Liu Zhenjie, Xu Yun","Liu Yanjuan, Li Xiaohong, Wang Qiang, Wang Lei, Peng Mingyu, Li Jinbo, Yang Wen, Han Huimin, Wang Xueke, Mao Chao, Lai Yijie, Liu Ying, Liu Ting","Zhang Bingjun, Zhang Wei, Tan Xiao",,"Tang Jinyang, Huang Yanping",22 January 2023,China,Mandarin
413,Borgo,"Borgo is a 2023 French prison drama film written and directed by Stéphane Demoustier. It stars Hafsia Herzi as a prison guard in Corsica.[2][3] The supporting cast includes Moussa Mansaly, Louis Memmi, Michel Fau, Pablo Pauly and Florence Loiret Caille.",Stéphane Demoustier,,Jean des Forêts,"Hafsia Herzi, Moussa Mansaly, Louis Memmi, Michel Fau, Pablo Pauly, Florence Loiret Caille",David Chambille,Damien Maestraggi,25 August 2023(Angoulême),France,French
414,Born to Fly,"Two American F-35 Lightning II fighters enter Chinese airspace and cause havoc near the coast. Flying at supersonic speeds, the F-35s create sonic booms that damage an oil refinery and affect local fishing boats. Chinese pilot Lei Yu intercepts the F-35s with his Chengdu J-10. Lei Yu pushes the limits of his craft to compete against the fifth-generation fighters; the intruding aircraft then leave the airspace. Lei Yu's jet suffers engine problems, forcing him to make an emergency landing.",Liu Xiaoshi,Gui Gan,Han Han,"Wang Yibo, Hu Jun, Yu Shi, Zhou Dongyu",Liu Xiaoshi,,"April 28, 2023(China)",China,Mandarin
