,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
122,All Eyes,All Eyes is a 2022 popcorn horror/comedy film written and directed by the Greenlee brothers and distributed by Gravitas Ventures. It stars Jasper Hammer as a disgraced podcast host who interviews an eccentric farmer (Ben Hall) who claims to have a monster living in the woods near his house.[1],Todd Greenlee,Alex Greenlee,"Emily Calhoun, Laurie Cummings, Adam Greenlee, Alex Greenlee, Jeff Greenlee, Lisa Greenlee, Todd Greenlee, Janice Pellam, Tab Pierce","Jasper Hammer, Ben Hall, Danielle Evon Ploeger, Nick Ballard",Austin Warren,Melissa Kent,"September 2, 2022(United States)",United States,English
123,All Hail,"After failing to predict a destructive hailstorm, a famous meteorologist flees to his hometown and soon finds himself on a journey of self-discovery.",Marcos Carnevale,"Nicolás Giacobone, Fernando Balmayor",,"Guillermo Francella, Norman Briski, Romina Fernandes",Horacio Maira,Luis Barros,30 March 2022,Argentina,Spanish
124,All Jacked Up and Full of Worms,"All Jacked Up and Full of Worms is a 2022 American horror film directed by Alex Phillips, starring Trevor Dawkins, Phillip Andre Botello, and Betsey Brown.",Alex Phillips,Alex Phillips,,"Trevor Dawkins, Phillip Andre Botello, Betsey Brown, Eva Fellows, Mike Lopez, Carol Rhyu",,,"July 16, 2022(Fantasia International Film Festival)",United States,English
125,All Quiet on the Western Front,"All Quiet on the Western Front (German: Im Westen nichts Neues, lit. 'Nothing New in the West') is a 2022 German epic anti-war film based on the 1929 novel by Erich Maria Remarque. It is the third film adaptation of the book, after the 1930 and 1979 versions. Co-written, directed and co-produced by Edward Berger, it stars Felix Kammerer, Albrecht Schuch, Daniel Brühl, Sebastian Hülk, Aaron Hilmer, Edin Hasanovic, and Devid Striesow.",Edward Berger,,"Malte Grunert, Daniel Dreifuss, Edward Berger","Felix Kammerer, Albrecht Schuch, Daniel Brühl",James Friend,Sven Budelmann,"September 12, 2022(TIFF)",Germany,German
126,All That Breathes,"All That Breathes is a 2022 documentary film directed by Shaunak Sen. It is produced by Shaunak Sen, Aman Mann  and Teddy Leifer under the banner of Rise Films. The film follows siblings Mohammad Saud and Nadeem Shehzad, who rescue and treat injured birds in India.[2]",Shaunak Sen,,"Shaunak Sen, Aman Mann, Teddy Leifer",,"Ben Bernhard, Riju Das, Saumyananda Sahi",Charlotte Munch Bengtsen,22 January 2022(Sundance),"India, United Kingdom, United States",Hindi
127,All the Beauty and the Bloodshed,"All the Beauty and the Bloodshed is a 2022 American biographical documentary film about photographer, artist, and activist Nan Goldin. The film is produced, co-edited and directed by Laura Poitras,[3] and tackles Goldin's life through her advocacy during the HIV/AIDS crisis in the ‘80s, and her fight against the Sackler family for their role in the current opioid epidemic in the United States.[4] Poitras, a long-time friend and fan, stated that ""Nan's art and vision has inspired my work for years, and has influenced generations of filmmakers.""[5]",Laura Poitras,,"Laura Poitras, Nan Goldin, Yoni Golijov, Clare Carter, John Lyons, Howard Gertler",Nan Goldin,"Nan Goldin (credited as, Photography and Slideshows, ), Clare Carter, Robert Kolodny, Alexander W. Lewis, Laura Poitras, Sean Vegezzi, Thom Pavia","Amy Foote, Joe Bini, Brian A. Kates","September 3, 2022(Venice)",United States,English
128,All the Old Knives,"All the Old Knives is a 2022 American spy thriller film directed by Janus Metz Pedersen and written by Olen Steinhauer, based on Steinhauer's 2015 novel. The film stars Chris Pine, Thandiwe Newton, Laurence Fishburne, Jonathan Pryce and David Dawson.",Janus Metz Pedersen,,"Mark Gordon, Steve Schwartz, Paula Mae Schwartz, Nick Wechsler, Matt Jackson","Chris Pine, Thandiwe Newton, Laurence Fishburne, Jonathan Pryce",Charlotte Bruus Christensen,"Mark Eckersley, Per Sandholt","April 8, 2022",United States,English
129,Allegoria,"Brody (Krsy Fox), attending an intense acting workshop led by the domineering instructor Robert Anderson Wright (John Ennis).  Robert pushes his students to extreme emotional depths, urging them to channel their inner darkness. Under this pressure, Brody taps into something beyond mere emotion, seemingly summoning a real demon. The session turns violent as Brody's transformation leads to a brutal attack, leaving her classmates and instructor in shock and horror.",Spider One,Spider One,Steve Barton,"Krsy Fox, John Ennis, Bryce Johnson, Edward Hong, Adam Busch, Adam Marcinowski",,,2 August 2022(Shudder),United States,English
130,Allelujah,Allelujah had its world premiere at the 2022 Toronto International Film Festival on 11 September 2022 and was released in the United Kingdom on 17 March 2023 by Warner Bros. Pictures.,Richard Eyre,"Heidi Thomas, Alan Bennett","Damian Jones, Kevin Loader","Jennifer Saunders, Bally Gill, Russell Tovey, David Bradley, Derek Jacobi, Judi Dench",Ben Smithard,John Wilson,11 September 2022(TIFF),United Kingdom,English
131,De Allergrootste Slijmfilm,"De Allergrootste Slijmfilm (lit. 'The Greatest Slime Film') is a 2022 Dutch adventure film directed by Martijn Smits. The film won the Golden Film award after having sold 100,000 tickets.[1][2] It was the fifth best visited Dutch film of 2022 with just over 215,000 visitors.[3][4] The film is the sequel to the 2021 film De Nog Grotere Slijmfilm, which is also directed by Martijn Smits.",Martijn Smits,,,"Bibi, Yolanthe Cabau, Ferdi Stofmeel",,,6 July 2022,Netherlands,Dutch
132,Allswell in New York,"Three Nuyorican sisters navigate the daunting life challenges of single motherhood, career, and family, all while finding humor and solace within the bond of sisterhood.",Ben Snyder,"Liza Colón-Zayas, Elizabeth Rodriguez, Daphne Rubin-Vega","Ari Issler, Paul Jarrett, Gia Walsh, Elizabeth Rodriguez","Liza Colón-Zayas, Elizabeth Rodriguez, Daphne Rubin-Vega",Oren Soffer,Ray Hubley,"June 13, 2022(Tribeca)",United States,English
133,Alluri,Alluri is a 2022 Indian Telugu-language crime drama film directed by Pradeep Varma and starring Sree Vishnu (in the titular role) and Kayadu Lohar.[1][2],Pradeep Varma,Pradeep Varma,,"Sree Vishnu, Kayadu Lohar, Tanikella Bharani, Suman",Raj Thota,Dharmendra Kakarala,23 September 2022,India,Telugu
134,Almighty Zeus,A young boxer saves an elderly person from being attacked and goes viral as a result.,Chris Soriano,Chris Soriano,"Julian Brantley, Luis Jorge Rios","Chris Soriano, Michael D'Aguilar, Peter Laboy, Ari Huber, Kimberly Ransom, Miguel Matos, Tenzin Dhondup, Aryana Hamzehloo",Nathaniel Regier,"Julian Brantley, Max Hoffmann","December 2, 2022(Limited)",United States,English
135,The Almond and the Seahorse,The film premiered at the Zurich Film Festival on 26 September 2022.,"Celyn Jones, Tom Stern",,"Andy Evans, Sean Marley, Alex Ashworth, Alison Brister","Rebel Wilson, Charlotte Gainsbourg, Trine Dyrholm, Celyn Jones, Alice Lowe, Ruth Madeley, Meera Syal",Tom Stern,Mike Jones,26 September 2022(Zurich),United Kingdom,English
136,Alone Together,"Alone Together is a 2022 American romantic drama film written and directed by Katie Holmes.[3] The film stars Holmes, Jim Sturgess, Derek Luke, Melissa Leo, Zosia Mamet, and Becky Ann Baker. It premiered at the Tribeca Film Festival on July 14, 2022[4][5] and was released in the United States on July 22, 2022, by Vertical Entertainment.[6]",Katie Holmes,Katie Holmes,"Katie Holmes, Jordan Beckerman, Jordan Yale Levine, Shaun Sanghani","Katie Holmes, Jim Sturgess, Derek Luke, Melissa Leo, Zosia Mamet, Becky Ann Baker",Martim Vian,Sandra Adair,"July 14, 2022(Tribeca Film Festival)",United States,English
137,Along for the Ride,"Along for the Ride is a 2022 American romantic drama film written and directed by Sofia Alvarez, based on the novel of the same name by Sarah Dessen. The film stars Emma Pasarow, Belmont Cameli, Kate Bosworth, Laura Kariuki, Andie MacDowell and Dermot Mulroney. The film was released on May 6, 2022, by Netflix.[1]",Sofia Alvarez,,"Bryan Unkeless, Eric Newman","Emma Pasarow, Belmont Cameli, Kate Bosworth, Dermot Mulroney, Andie MacDowell",Luca Del Puppo,Justin Chan,"May 6, 20221",United States,English
138,Amanat,"This film was theatrically released on May 26, 2022 by KaroRental.[3]","Anton Sivers, Rauf Kubayev","Shamil Djafarov, Amet Magomedov, Anton Sivers, Rauf Kubayev","Shamil Djafarov, Vadim Goryainov, Dmitry Domnin, Andrey Korobov","Arslan Murzabekov, Amin Khuratov, Varvara Komarova, Andrey Sokolov, Yekaterina Guseva, Daniil Strakhov",Anton Drozdov-Schastlivtsev,Olga Proshkina,26 May 2022,Russia,Russian
139,Amanda,"Amanda is a 2022 Italian coming-of-age comedy-drama film written and directed by Carolina Cavalli in her feature directorial debut. It stars Benedetta Porcaroli as the title character, a lonely and socially awkward young woman from a wealthy family who becomes determined to reconnect with a childhood friend (played by Galatea Bellugi). Michele Bravi, Monica Nappo, Margherita Maccapani Missoni and Giovanna Mezzogiorno appear in supporting roles.",Carolina Cavalli,Carolina Cavalli,"Moreno Zani, Malcom Pagani, Mario Gianani, Lorenzo Gangarossa, Antonio Celsi, Annamaria Morelli","Benedetta Porcaroli, Galatea Bellugi, Michele Bravi, Monica Nappo, Margherita Maccapani Missoni, Giovanna Mezzogiorno",Lorenzo Levrini,Babak Jalali,5 September 2022(Venice),Italy,Italian
140,Amandla,"Amandla is a 2022 film directed and written by Nerina De Jager and starring Lemogang Tsipa, Thabo Rametsi and Israel Matseke-Zulu. The film was released on January 21, 2022, on Netflix.[1][2][3]",Nerina De Jager,Nerina De Jager,"Greig Buckle, Jarrod de Jong, Riaan Van Der Wart","Lemogang Tsipa, Thabo Rametsi, Israel Matseke-Zulu",Justus de Jager,"Ronelle Loots, Danielle Nel",21 January 2022,"South Africa, Canada","English, Afrikaans, Zulu"
141,Amazing Elisa,"Amazing Elisa (Spanish: Asombrosa Elisa) is a 2022 Spanish thriller drama film written and directed by Sadrac González-Perellón which stars Jana San Antonio as the title character alongside Silvia Abascal, Asier Etxeandia, and Iván Massagué.",Sadrac González-Perellón,,"Diego Rodríguez, Ferran Tomàs","Asier Etxeandia, Silvia Abascal, Iván Massagué, Jana San Antonio",Iván Romero,Anaïs Urraca,September 2022(FantasticFest),Spain,Spanish
142,The Amazing Maurice,"The Amazing Maurice is a 2022 animated fantasy comedy film directed by Toby Genkel and co-directed by Florian Westermann, from a screenplay by Terry Rossio, based on the 2001 novel The Amazing Maurice and His Educated Rodents by Terry Pratchett.[6][7] The film stars Hugh Laurie, Emilia Clarke, David Thewlis, Himesh Patel, Gemma Arterton, Joe Sugg, Ariyon Bakare, Julie Atherton, Rob Brydon, Hugh Bonneville and David Tennant.[8] The story follows Maurice, a streetwise ginger cat who befriends the talking rats by coming up with a money-making scam.",Toby Genkel,,"Emely Christians, Andrew Baker, Robert Chandler, Rob Wilkins","Hugh Laurie, Emilia Clarke, David Thewlis, Himesh Patel, Gemma Arterton, Joe Sugg, Ariyon Bakare, Julie Atherton, Rob Brydon, Hugh Bonneville, David Tennant",,Friedolin Dreesen,13 November 2022(Manchester Animation Festival),"Germany, [, 3, ], United Kingdom, [, 3, ]",English
143,Ambulance,Ambulance is a 2022 American action thriller film directed by Michael Bay. It is a remake of the 2005 Danish film. It stars Jake Gyllenhaal and Yahya Abdul-Mateen II as adoptive brothers who hijack an ambulance after robbing a bank and take a paramedic (Eiza González) and an injured police officer (Jackson White) hostage.,Michael Bay,,"Michael Bay, Bradley J. Fischer, Ian Bryce, William Sherak, James Vanderbilt","Jake Gyllenhaal, Yahya Abdul-Mateen II, Eiza González",Roberto De Angelis,"Pietro Scalia, Doug Brandt, Calvin Wimmer","March 16, 2022(International)",United States,English
144,America,"The film premiered in competition at the Karlovy Vary International Film Festival, as did Graizer's previous film The Cakemaker, on 5 July 2022.[1] It is also set to screen in competition at the Jerusalem Film Festival in July 2022.[2]",Ofir Raul Graizer,Ofir Raul Graizer,Itai Tamir,"Oshrat Ingedashet, Michael Moshonov, Ofri Biterman",Omri Aloni,"Michal Oppenheim, Ofir Raul Graizer",5 July 2022(Karlovy Vary),"Israel, Germany, Czech Republic","Hebrew, English"
145,American Carnage,"American Carnage is a 2022 American comedy horror film written by Diego Hallivis and Julio Hallivis, directed by Diego Hallivis and starring Jorge Lendeborg Jr., Jenna Ortega and Eric Dane.[2] The film has a political message in favor of immigrant rights and takes its name from a line from Donald Trump's first inaugural speech.[3]",Diego Hallivis,"Diego Hallivis, Julio Hallivis","Diego Hallivis, Julio Hallivis, Andres Rosende","Jorge Lendeborg Jr., Jenna Ortega, Eric Dane",Unax Mendia,Alex Márquez,"July 15, 2022",United States,English
146,The American Dream,"The American Dream is a 2022 Indian Telugu-language drama thriller film written and directed by Dr. Vighnesh Koushik.[1] Produced by Dr. Pradeep Reddy, the film features Prince Cecil and Neha Krishna in lead roles. The film premiered on 14 January 2022 on the streaming service Aha.[2]",Dr. Vighnesh Koushik,Dr. Vighnesh Koushik,Dr. Pradeep Reddy,"Prince Cecil, Neha Krishna","Adam Chapman, Abhiraj Nair",Sasank Vupputuri,14 January 2022,India,Telugu
147,American Dreamer,"American Dreamer is a 2022 American black comedy film directed by Paul Dektor and written by Theodore Melfi. Based on a segment from the radio show This American Life, it stars Peter Dinklage as a professor who tries to buy the estate of a lonely widow played by Shirley MacLaine. Kim Quinn, Danny Pudi, Danny Glover, and Matt Dillon also star.",Paul Dektor,,"Theodore Melfi, Kim Quinn, Peter Dinklage, David Ginsberg, Toyo Shimano, Paul Dektor","Peter Dinklage, Shirley MacLaine, Kim Quinn, Danny Pudi, Danny Glover, Matt Dillon",Nicolas Bolduc,Lisa Jane Robison,"June 11, 2022(Tribeca)",United States,English
148,American Murderer,"American Murderer is a 2022 American true crime drama film, written & directed by Matthew Gentile in his feature directorial debut. It stars Tom Pelphrey, Idina Menzel, Ryan Phillippe, Jacki Weaver, Paul Schneider, Shantel VanSanten, Kevin Corrigan, and Moisés Arias. The film tells the story of Jason Derek Brown and premiered on June 27, 2022, at the Taormina Film Fest in Sicily.[1] The film was theatrically released in the United States on October 21, 2022, and received positive reviews, with particular praise for Pelphrey and Weaver's performances and Gentile's direction. It also performed very well on streaming, topping charts in over 50 countries, including the top 10 on Hulu.",Matthew Gentile,Matthew Gentile,"Kevin Matusow, Carissa Buffel, Gia Walsh","Tom Pelphrey, Idina Menzel, Ryan Phillippe, Jacki Weaver, Shantel VanSanten, Paul Schneider, Kevin Corrigan, Moisés Arias",Kalilah Robinson,"Matt Allen, Christopher Young","June 27, 2022(TFF)",United States,English
149,American Siege,"American Siege is a 2022 American action film written and directed by Edward Drake. It stars Timothy V. Murphy, Bruce Willis, Rob Gough, Johann Urb, Anna Hindman, Johnny Messner, Cullen G. Chambers, and Janet Jones. The film was released by Shout! Studios on January 7, 2022. American Siege was panned by critics.",Edward Drake,,Corey Large,"Timothy V. Murphy, Bruce Willis, Rob Gough, Johann Urb, Anna Hindman, Johnny Messner, Cullen G. Chambers, Janet Jones",Laffrey Witbrod,Justin Williams,"January 7, 2022",United States,English
150,American: An Odyssey to 1947,"The film begins by exploring the early rise of Orson Welles, from his rise as a prodigy at the Todd School for Boys, to his arrival in Hollywood to direct Citizen Kane.[5] Welles' ascension to stardom is juxtaposed with President Roosevelt's navigation of the Great Depression. As the story approaches World War II, a Japanese American boy named Howard Kakita travels abroad, and an African American soldier named Isaac Woodard enlists in the army. The film explores topics such as the Japanese internment camp, the Atomic bombing of Hiroshima, the emergence of the Civil rights movement, and the beginnings of the Cold War. In the end, as one American returns home, another American is forced to exile.[2][6]",Danny Wu,Danny Wu,Danny Wu,"Simon Callow, Richard France, Howard Kakita, Gray Brechin, Laura Williams, James Naremore",,Danny Wu,2022,Canada,
151,Amerikatsi,"The film premiered at Woodstock Film Festival in 2022, winning the Best Narrative Feature award.[6][7] It received positive reviews. Armenian Film Society held an additional premiere for the film at its 2023 Armenian Film Festival in Glendale, California.[8] It was also selected as the Armenian entry for the Best International Feature Film at the 96th Academy Awards.[9]",Michael A. Goorjian,Michael A. Goorjian,"Robert Patrick Malkassian, Sol Tryon, Arman Nshanian","Michael A. Goorjian, Hovik Keuchkerian, Nelli Uvarova, Mikhail Trukin, Narine Grigoryan, Jean-Pierre Nshanian",Ghasem Ebrahimian,"Michael A. Goorjian, Mike Selemon","September 29, 2022(Woodstock Film Festival)1",Armenia,"Armenian, English, Russian"
152,Amityville Christmas Vacation,"The film opens with an unspecified person stating that they need a human sacrifice to keep evil forces at bay. They have decided to sacrifice Wally Griswold after seeing an article about him performing a heroic feat in the news, justifying their actions by saying that all cops are bastards and that Wally is likely no different. The movie then cuts to Wally, who has just received a letter stating that he has won a free stay at a bed and breakfast located in Amityville, New York. Despite never entering any such contest, Wally packs his bags and travels to the home, where he's greeted by the owner, Samantha. She helps him settle in, deliberately hiding that the home is haunted by a murderous ghost, Jessica.",Steve Rudzinski,"Bill Murphy, Steve Rudzinski",,"Aleen Isley, Garrett Hunter, Autumn Ivy","Scott Lewis, Steve Rudzinski",Steve Rudzinski,"September 19, 2022",United States,English
153,Ammu,"Ammu is a 2022 Indian Telugu-language drama thriller film written and directed by Charukesh Sekar and produced by Stone Bench Films.[1] The film features Aishwarya Lekshmi, Naveen Chandra, and Bobby Simha in primary roles and premiered on Amazon Prime Video on 19 October 2022.",Charukesh Sekar,"Story and Screenplay:, Charukesh Sekar, Dialogues:, Padmavathi Malladi","Karthik Subbaraj, Kalyan Subramaniam, Kaarthekeyen Santhanam","Aishwarya Lekshmi, Naveen Chandra, Bobby Simha",Apoorva Anil Shaligram,Radha Sridhar,19 October 2022,India,Telugu
154,Amsterdam,"Amsterdam is a 2022 mystery comedy thriller film produced, written, and directed by David O. Russell. It stars Christian Bale (also a producer), Margot Robbie, and John David Washington, alongside an ensemble supporting cast. Based on the Business Plot, a 1933 political conspiracy in the US, it follows three friends—a doctor, a nurse, and a lawyer—who reunite and seek to uncover the act following the mysterious murder of a retired U.S. general.",David O. Russell,David O. Russell,"Arnon Milchan, Matthew Budman, Anthony Katagas, David O. Russell, Christian Bale","Christian Bale, John David Washington, Margot Robbie, Chris Rock, Anya Taylor-Joy, Zoe Saldaña, Mike Myers, Michael Shannon, Timothy Olyphant, Andrea Riseborough, Taylor Swift, Matthias Schoenaerts, Alessandro Nivola, Rami Malek, Robert De Niro",Emmanuel Lubezki,Jay Cassidy,"September 18, 2022(Alice Tully Hall)","United States, Canada",English
155,Ananya,"Ananya is an Indian Marathi-language film directed by Pratap Phad and produced by Ravi Jadhav and Dhruv Das. The film stars Hruta Durgule, Amey Wagh, Chetan Chitnis, Yogesh Soman.[1] Music by Sameer Saptiskar. The film was released on 22 July 2022.[2]",Pratap Phad,,,"Hruta Durgule, Amey Wagh, Suvrat Joshi",Arjun Sarote,,22 July 2022,India,Marathi
156,Anbarivu,"Anbarivu (transl. Greetings)[a] is a 2022 Indian Tamil-language action drama film[1] written and directed by Aswin Raam in his directorial debut and produced by Sathya Jyothi Films.[2] The film stars Adhi of Hiphop Tamizha in his first dual role, Kashmira Pardeshi, and Shivani Rajashekar, with Napoleon, Vidharth, Sai Kumar, Asha Sharath,  and Arjai in supporting roles.[3] The film's music and the score is composed by Hiphop Tamizha with cinematography handled by Madhesh Manickam and editing done by Pradeep E. Ragav. The film was released via Disney+ Hotstar on 7 January 2022.[4]",Aswin Raam,,T. G. Thyagarajan,"Hiphop Tamizha, Napoleon, Kashmira Pardeshi, Shivani Rajashekar",Madhesh Manickam,Pradeep E. Ragav,7 January 2022,India,Tamil
157,Anbulla Ghilli,"Anbulla Ghilli (transl. Dear Ghilli) is a 2022 Indian Tamil-language film written and directed by Srinath Ramalingam. The film stars Maithreya Rajashekar, Dushara Vijayan, Chandini Tamilarasan and Mime Gopi, while Soori dubbed for the title character of a labrador named Ghilli. The music was composed by Arrol Corelli with cinematography by Balasubramaniem. The film had its direct television premiere on Colors Tamil on 6 February 2022.",,,,,,,,,
158,Anchor,"Anchor  (Korean: 앵커) is a 2022 South Korean mystery-thriller film directed by Jung Ji-yeon. It stars Chun Woo-hee, Shin Ha-kyun and Lee Hye-young, and was released on April 20.[3]",Jung Ji-yeon,,,"Chun Woo-hee, Shin Ha-kyun, Lee Hye-young",,,"April 20, 2022",South Korea,Korean
159,Ash and Bone,"Ash and Bone is a 2022 American horror thriller film directed by Harley Wallen.[1][2][3] It stars Jamie Bernadette, Angelina Danielle Cama, Kaiti Wallen, Mel Novak, and Harley Wallen.[4][5]",Harley Wallen,Bret Miller,"Harley Wallen, Nancy Oeswein, Angelina Danielle Cama, Annette Cama, Lexi Eve Cama, John Lepper, Adam Whitton, Kaiti Wallen, Joseph Williamson","Jamie Bernadette, Angelina Danielle Cama, Kaiti Wallen, Harley Wallen, Mel Novak",Alex Gasparetto,Alex Gasparetto,"October 4, 2022",United States,English
160,And So I'm at a Loss,"And So Iʼm at a Loss (そして僕は途方に暮れる, Soshite Boku wa Tohou ni Kureru) is a 2022 Japanese drama film written and directed by Daisuke Miura and starring Taisuke Fujigaya, Atsuko Maeda, Akiyoshi Nakao, Mieko Harada and Etsushi Toyokawa.[2] It was released on 13 January 2023.[1]",Daisuke Miura,Daisuke Miura,"Keisuke Konishi, Yasuhiro Masaoka, Takeshi Sawa","Taisuke Fujigaya, Atsuko Maeda, Akiyoshi Nakao, Mieko Harada, Etsushi Toyokawa","Kosuke Haruki, Taku Nagase",,28 October 2022(Tokyo),Japan,Japanese
161,Anek,"Anek (transl. Many) is a 2022 Indian Hindi-language action thriller film[1] written and directed by Anubhav Sinha who also co-produced it with T-Series.[4] It stars Ayushmann Khurrana, Andrea Kevichüsa, Manoj Pahwa, Kumud Mishra and J. D. Chakravarthy.[5][6][7]",Anubhav Sinha,"Anubhav Sinha, Sima Agarwal, Yash Keswani","Bhushan Kumar, Krishan Kumar, Anubhav Sinha","Ayushmann Khurrana, Manoj Pahwa, Kumud Mishra, Andrea Kevichüsa, J.D. Chakravarthy",Ewan Mulligan,Yasha Ramchandani,27 May 2022,India,Hindi
162,Anel Meley Pani Thuli,"Anel Meley Pani Thuli (transl. Dew drops over fire) is a 2022 Indian Tamil-language crime drama film written and directed by R. Kaiser Anand in his debut. Produced by Vetrimaaran via Grass Root Film Company, the film stars Andrea Jeremiah and Aadhav Kannadasan. The music was composed by Santhosh Narayanan, with cinematography by Velraj, and editing by Raja Mohammad. The film was released on Sony LIV on 18 November 2022, and received mostly positive reviews from critics.",R. Kaiser Anand,R. Kaiser Anand,Vetrimaaran,"Andrea Jeremiah, Aadhav Kannadasan",Velraj,Raja Mohammad,18 November 2022,India,Tamil
163,Aníkúlápó,"Aníkúlápó is a 2022 Nigerian epic fantasy film produced by Kunle Afolayan and distributed by Netflix. Released on 30 September 2022, it stars Kunle Remi, Bimbo Ademoye, Sola Sobowale, Hakeem Kae-Kazim and Taiwo Hassan.[1][2] The film was shot in Oyo State and Afolayan has described the work as a ""Game of Thrones recreated in Nigeria but with a better representation of our culture (Yoruba culture)"".[3][4]",Kunle Afolayan,,Kunle Afolayan Omo Omu-Aran,"Sola Sobowale, Hakeem Kae-Kazim, Kunle Remi, Bimbo Ademoye, Taiwo Hassan",,,30 September 2022,Nigeria,Yoruba
164,Soundback: Playing Stone,"Anime Supremacy! (Japanese: ハケンアニメ！, Hepburn: Haken Anime!) is a 2022 Japanese drama film based on a novel with a same name written by Mizuki Tsujimura and illustrated by manga artist group CLAMP. The film is directed by Kōhei Yoshino, written by Yōsuke Masaike, distributed by Toei Company, and stars Riho Yoshioka, Tomoya Nakamura, Tasuku Emoto and Machiko Ono. The film was released in Japan in May 28, 2022.[2]",Kōhei Yoshino,,"Naoya Takahashi, Maki Kimura","Riho Yoshioka, Tomoya Nakamura, Tasuku Emoto, Machiko Ono",Motonobu Kiyoku,Sōichi Ueno,"May 28, 2022",Japan,Japanese
165,Ann,"The film was shot in Boyle, County Roscommon during the summer of 2021.[1]",Ciaran Creagh,Ciaran Creagh,"Ciaran Creagh, Ferdia Doherty, Niall Flynn","Zara Devlin, Eileen Walsh, Ian Beattie",Dave Grennan,Tony Cranstoun,"November 17, 2022(Tallinn Black Nights Film Festival)",Ireland,English
166,The Announced Death of Willy Semler,"Willy Semler, a renowned Chilean actor, is going through a bad time. His latest play is a disaster and his daughter ignores him. However, a diagnosis brings him back into the public spotlight and he is once again a celebrity.[2]",Benjamin Rojo,"Matías Celedón, Benjamin Rojo","Dominga Ortúzar, Florencia Rodríguez","Cuti Aste, Francisca Rojo, Willy Semler",Eduardo Bunster,Juan Eduardo Murillo,August 2022(Guadalajara),Chile,Spanish
167,Another Me,"The film depicts a constable (捕快) named Li Mao who is married to Yang Jiazhen, a woman from a rich family, who unexpectedly discovers that he is the spitting image of the crown prince. Li Mao wants to go to the imperial palace to get a promotion, while the crown prince wishes to leave the palace and live freely. As a result, the two switch identities, but are drawn into the schemes of high officials.[3]","Gao Ke, [, 1, ], (高可)",,,"Ma Li, Chang Yuan, [, zh, ], Ai Lun, [, zh, ], Wei Xiang, (魏翔)",,,1 January 2022,China,Mandarin
168,Antakshari,"Antakshari is a 2022 Indian Malayalam-language thriller film directed by Vipin Das.[1][2] The film stars Saiju Kurup, Priyanka Nair, Sudhi Koppa, Sandeep Pradeep, Kottayam Ramesh, Binu Pappu, Sruthy Suresh and others.[3] It was released on 22 April 2022, on SonyLIV platform[4]  to mixed reviews from critics.[5]",Vipin Das,"Vipin Das, Renjit Varma","Abdul Jabbar, Al Jassam","Saiju Kurup, Priyanka Nair, Sudhi Koppa, Kottayam Ramesh, Binu Pappu, Sandeep Pradeep, Sruthy Suresh",Bablu Aju,John Kutty,22 April 2022,India,Malayalam
169,The Antares Paradox,"The Antares Paradox (Spanish: La paradoja de Antares) is a 2022 Spanish science-fiction drama film directed, written, and lensed by Luis Tinoco in his feature film directorial debut. It stars Andrea Trepat [es].",Luis Tinoco,Luis Tinoco,Luis Tinoco,"Andrea Trepat, Aleida Torrent, Jaume de Sans, David Ramírez",Luis Tinoco,"Frank Gutiérrez, Luis Tinoco",September 2022(FantasticFest),Spain,Spanish
170,Ante Sundaraniki,"Ante Sundaraniki! (transl. The thing about Sundar is!) is a 2022 Indian Telugu-language romantic comedy film written and directed by Vivek Athreya. Produced by Mythri Movie Makers, it stars Nani and Nazriya Nazim (in her Telugu debut). The film tells the story of Sundar and Leela, an interfaith couple who try to convince their parents about their marriage through a string of lies only to find themselves in more complicated situations.",Vivek Athreya,Vivek Athreya,"Naveen Yerneni, Yalamanchili Ravi Shankar","Nani, Nazriya Nazim",Niketh Bommireddy,Ravi Teja Girijala,10 June 2022,India,Telugu
171,Anth The End,"Anth The End is a 2022 Indian Hindi-language drama film written, directed and produced by K. S. Malhotra and starring Divya Dutta, Mukul Dev, Dev Sharma and Samikssha Batnagar.[1]",K. S. Malhotra,"K. S. Malhotra, Hardev Singh",K. S. Malhotra,"Divya Dutta, Mukul Dev, Dev Sharma, Samikssha Batnagar","Bharani K. Dharan, Harshad Jadhav",Samir Shaikh,11 November 2022,India,Hindi
172,Antharam,"Antharam  is a 2022 Indian Malayalam language film directed by P. Abhijith.[1][2] The Film is about  the inner conflicts, warmth, trauma and joyous moments in the lives of a trans woman, a teenage girl and a man living under the same roof.",P. Abhijith,,"Jojo John Joseph, Paul Kollanoor, Jomin V. Geo, Renuka Ayyappan, A Shobhila","Negha Shahin, Kannan Nayar, Nakshathra Manoj",Mohamed A,Amaljith,June 2022(KASHISH),India,Malayalam
173,The Anthrax Attacks: In the Shadow of 9/11,The Anthrax Attacks: In the Shadow of 9/11 is a 2022 documentary written and directed by Dan Krauss and produced by BBC Studios Productions about the 2001 anthrax attacks.,Dan Krauss,Dan Krauss,BBC Studios Productions,Clark Gregg,,Duncan Hill,8 September 2022,,
