,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
444,Black Butterfly,"Black Butterfly is a 2017 American thriller film directed by Brian Goodman and written by Marc Frydman and Justin Stanley. The film stars Antonio Banderas, Jonathan Rhys Meyers, Piper Perabo, Abel Ferrara, Vincent Riotta and Nathalie Rapti Gomez. It was released on May 26, 2017, by Lionsgate Premiere.[2][3] It is based on a 2008 French television film, Papillon Noir, directed by Christian Faure.[4][5]",Brian Goodman,,"Monika Bacardi, Alberto Burgueño, Marc Frydman, Juan Antonio García Peredo, Andrea Iervolino, Alexandra Klim, Silvio Muraglia","Antonio Banderas, Jonathan Rhys Meyers, Piper Perabo, Abel Ferrara, Vincent Riotta, Nathalie Rapti Gomez, Randall Paul, Katie McGovern",José David Montero,"Julia Juaniz, Mark Sult","May 26, 2017",United States,English
445,Black Cop,The film stars Ronnie Rowe as a Black Canadian police officer who himself becomes the victim of racial profiling and takes revenge on his community.[2][3],Cory Bowles,Cory Bowles,Aaron Horton,"Ronnie Rowe, Sophia Walker, Sebastien Labelle",Jeff Wheaton,Jeremy Harty,"September 11, 2017(TIFF)",Canada,English
446,The Black Ghiandola,"After his family has been killed in a zombie apocalypse, a young man risks his life to save a young woman he has grown to love.[1]","Sam Raimi, Catherine Hardwicke, Theodore Melfi","Anthony Conti, Scott Kosar, Wash Westmoreland, [, a, ]","Tamika Lamison, Bettina Fisher, Adele Jones","Anthony Conti, J. K. Simmons, Laura Dern, David Lynch, Richard Chamberlain, Johnny Depp","Marco Fargnoli, Mark Williams",Lisa Robinson,"April 22, 2017",,English
447,The Black Gloves,"The Black Gloves is a 2017 horror film directed by Lawrie Brewster and starring Macarena Gómez. It serves as a prequel to his 2013 debut horror film Lord of Tears.[1] The film is set during the 1940s, and tells the story of a psychologist who soon finds himself at odds with the Owlman, a sinister owl-headed figure.[2]",Lawrie Brewster,Sarah Daly,Sarah Daly,"Macarena Gómez, Alexandra Nicole Hulme, Nicholas Vince, Jamie Scott Gordon, Briony Monroe","Michael Brewster, Gavin Robertson","Lawrie Brewster, Sarah Daly",27 October 2017(Morbido Film Festival),United Kingdom,English
448,Black Kite,Black Kite is a 2017 Afghan-Canadian drama film written and directed by Tarique Qayumi and starring Haji Gul Aser and Leena Alam. The film was shot quickly over a fortnight in Afghanistan where they moved locations to avoid being stopped by the Taliban.[1] The film was screened in the Contemporary World Cinema section at the 2017 Toronto International Film Festival.[2],Tarique Qayumi,Tarique Qayumi,,"Haji Gul Aser, Leena Alam",,,9 September 2017(TIFF),"Afghanistan, Canada",Dari
449,Black Level,"Black Level (Ukrainian: «Рівень чорного», romanized: Riven' chornogo) is a 2017 Ukrainian drama film directed by Valentyn Vasyanovych. It was selected as the Ukrainian entry for the Best Foreign Language Film at the 90th Academy Awards, but it was not nominated.[2]",Valentyn Vasyanovych,Valentyn Vasyanovych,,Kostyantyn Mokhnach,,,17 July 2017,Ukraine,"no dialogue, [, 1, ]"
450,Black Magic for White Boys,"Black Magic for White Boys is a 2017 American comedy film written by, directed by and starring Onur Tukel.[1] The film premiered at the 2017 Tribeca TV portion of the Tribeca Film Festival.[2][3]",Onur Tukel,Onur Tukel,Gigi Graff,Onur Tukel,Jason Banker,,"April 23, 2017(Tribeca)",United States,English
451,The Black Prince,"The Black Prince is a 2017 international historical drama film directed by Kavi Raz and featuring the acting debut of Satinder Sartaaj. It tells the story of Duleep Singh, the last Maharajah of the Sikh Empire and the Punjab region, and his relationship with Queen Victoria.",Kavi Raz,,Brillstein Entertainment Partners,"Satinder Sartaj, Amanda Root, Jason Flemyng, Atul Sharma, Rup Magon",Aaron C.  Smith,,21 July 2017(worldwide),"India, United Kingdom, United States","English, Hindi, Punjabi"
452,The Black Room,"The Black Room is an American horror film written and directed by Rolfe Kanefsky.[1] It stars Natasha Henstridge, Lukas Hassel and Lin Shaye.",Rolfe Kanefsky,Rolfe Kanefsky,Esther Goodstein,"Natasha Henstridge, Lukas Hassel, Lin Shaye",Kyle Stryker,,"August 11, 2017(Spain)",United States,English
453,Black Sabbath: The End of the End,"Black Sabbath: The End of the End is a 2017 concert documentary film about the English heavy metal band Black Sabbath, performing the final show of their farewell concert tour, known as The End Tour. The performance took place at the Genting Arena in Birmingham, England, on 4 February 2017, and features founding Black Sabbath members Ozzy Osbourne, Tony Iommi and Geezer Butler, with session drummer Tommy Clufetos filling in for the band's original drummer, Bill Ward. The film also features footage of ""The Angelic Sessions""—the band's final studio recordings, recorded in the days following the final show.",Dick Carruthers,,Jeremy Azis,"Ozzy Osbourne, Tony Iommi, Geezer Butler",Eugene O'Connor,Tim Woolcott,September 2017,United Kingdom,English
454,Black Snow,"The plot concerns about the return of Marcos (together with pregnant wife Laura) to his native Argentina, moving to a remote location in Patagonia to meet with brother Salvador (a presumed fratricide perpetrator) to convince him to sell the lands they both inherited.[2]",Martín Hodara,"Martín Hodara, Leonel D'Agostino","Pablo E. Bossi, Juan Pablo Buscarini, Axel Kuschevatzky, Pol Bossi","Ricardo Darín, Leonardo Sbaraglia, Laia Costa, Federico Luppi, Dolores Fonzi",Arnau Valls Colómer,Alejandro Carrillo Penovi,19 January 2017(Argentina),"Argentina, Spain",Spanish
455,Black Widow: A Land Bleeds,Black Widow: A Land Bleeds is an Indian film directed by Dinkar Rao. The plot is about a widow working as a prostitute in Mumbai. The film completed shooting and postproduction and then faced many problems. Its release was significantly delayed due to a ruling by the Central Board of Film Certification.[1][2],Dinkar Rao,Dinkar Rao,"Dinkar Rao, Pavwan Drolia",,Manoj Pradhan,Praveen Angre,2017,India,English
456,Blade of the Immortal,"Blade of the Immortal (Japanese: 無限の住人, Hepburn: Mugen no jūnin) is a 2017 samurai action film starring Takuya Kimura and Hana Sugisaki and directed by Takashi Miike. It is based on the successful manga series by Hiroaki Samura.[5][6] The narrative focuses on the immortal samurai Manji (Kimura) who becomes the bodyguard of an orphan teenager named Rin Asano (Sugisaki) as they go on a journey of vengeance against the members of the Ittō-ryū samurai who killed the child's parents.",Takashi Miike,,"Jeremy Thomas, Misako Saka, Shigeji Maeda, [, 1, ]","Takuya Kimura, Hana Sugisaki, Sota Fukushi, Hayato Ichihara, Erika Toda, Kazuki Kitamura, Chiaki Kuriyama, Shinnosuke Mitsushima, Ken Kaneko, Yoko Yamamoto, Ichikawa Ebizō XI, Min Tanaka, Tsutomu Yamazaki","Nobuyasu Kita, [, 2, ]","Kenji Yamashita, [, 2, ]",29 April 2017(Japan),"Japan, United Kingdom, South Korea",Japanese
457,Blade Runner 2049,"Blade Runner 2049 is a 2017 American epic neo-noir science fiction film directed by Denis Villeneuve from a screenplay by Hampton Fancher and Michael Green, based on a story by Fancher.[10][11] A sequel to Blade Runner (1982), the film stars Ryan Gosling and Harrison Ford, with Ana de Armas, Sylvia Hoeks, Robin Wright, Mackenzie Davis, Dave Bautista, and Jared Leto in supporting roles. Ford and Edward James Olmos reprise their roles from the previous film as Rick Deckard and Gaff, respectively. Gosling plays K, a ""blade runner"" who uncovers a secret that threatens to destabilize society and the course of civilization.",Denis Villeneuve,,"Andrew A. Kosove, Broderick Johnson, Bud Yorkin, Cynthia Sikes Yorkin","Ryan Gosling, Harrison Ford, Ana de Armas, Sylvia Hoeks, Robin Wright, Mackenzie Davis, Carla Juri, Lennie James, Dave Bautista, Jared Leto",Roger A. Deakins,Joe Walker,"October 3, 2017(Dolby Theatre)","United States, [, 5, ]",English
458,Blade Runner Black Out 2022,Blade Runner Black Out 2022 is a 2017 Japanese cyberpunk tech-noir anime short film directed by Shinichiro Watanabe and animated by CygamesPictures. The short is one of three short films (with 2036: Nexus Dawn and 2048: Nowhere to Run) that serve as prequels to the live-action film Blade Runner 2049. It debuted on 27 September 2017 on Crunchyroll.[1][2],Shinichirō Watanabe,Shinichirō Watanabe,"Joseph Chou, Al-Francis Cuenca, Shun Kashima, Nobuhiro Takenaka","Jovan Jackson, Luci Christian, Edward James Olmos",Shinichirō Etō,Kiyoshi Hirose,27 September 2017,"Japan, United States",English
459,Blame,"Blame is a 2017 American teen psychological drama film written, co-produced, edited, and directed by Quinn Shephard, who also stars alongside Nadia Alexander, Tate Donovan, and Chris Messina.[1] The film is Shephard's feature film directorial debut.[2] It screened at several film festivals, including at the Tribeca Film Festival, where it was nominated for several awards and won the award for Best Actress in a US Narrative Feature (for Alexander's performance).[3]",Quinn Shephard,Quinn Shephard,"Laurie Shephard, Quinn Shephard","Quinn Shephard, Nadia Alexander, Tate Donovan, Chris Messina",Aaron Kovalchik,Quinn Shephard,"April 22, 2017(Tribeca)",United States,English
460,Blame!,"Blame! is a 2017 Japanese animated science fiction action film directed by Hiroyuki Seshita, produced by Polygon Pictures, written by Sadayuki Murai and based on the manga series Blame!, which was written and illustrated by Tsutomu Nihei. It was released on Netflix on May 19, 2017.",Hiroyuki Seshita,,Shuzo John Shiota,"Takahiro Sakurai, Kana Hanazawa, Sora Amamiya, Kazuhiro Yamaji, Mamoru Miyano, Aya Suzaki, Nobunaga Shimazaki, Yuki Kaji, Aki Toyosaki, Saori Hayami",Mitsunori Kataama,Hiromi Amanai,"May 19, 2017",Japan,Japanese
461,Bleed. Scream. Beat!,"Ten actors star in three distinct stories, portraying a different character in each one of them; a man hurt by bullying, two women involved in an unexpected crime and the young woman who needs a heart to survive. This is his way of revealing us to a wild, chaotic and tender Lima at the same time. The game with photography and the change of atmosphere will be our main allies in this dizzying and thrilling journey.[2]",Aldo Miyashiro,Aldo Miyashiro,Gilberto Nue,"Erika Villalobos, Kareen Spano, Manuel Calderón, Rómulo Assereto, Óscar Carrillo, Iván Chávez, Andrea Luna, Bruno Espejo, Fernando Castañeda, Katya Konychev.",Cesar Fajardo,,October 2017(AFF),Peru,Spanish
462,Bleeding Steel,"Bleeding Steel was released in China on 22 December 2017. In the US, Lionsgate Premiere released the film in theaters and on VOD on 6 July 2018.[5][6] The film received mixed reviews and it grossed US$48.8 million and was a box office bomb.[4]",Leo Zhang,,Jackie Chan,"Jackie Chan, Show Lo, Erica Xia-Hou, Ouyang Nana, Callan Mulvey, Tess Haubrich","Tony Cheung, [, 1, ], [, 2, ], Jack Jian","Kwong Chi-leung, [, 2, ], Leo Zhang",22 December 2017(China),China,"Mandarin, English, [, 2, ]"
463,The Blessed,"Set in 24 hours, the movie centers on a couple who happens to be celebrating their twentieth anniversary and plans a date in a restaurant. The couple gets into a disagreement concerning whether or not to send their son abroad for schooling and they decide to ask their friends about it during the night out. During the dinner, the topic is brought up and it ends up with each of them opining their perspectives concerning the war and country's future.[3][4]",Sofia Djama,,"Serge Zeitoun, Patrick Quinet","Sami Bouajila, Lyna Khoudri, Faouzi Bensaïdi, Nadia Kaci, Adam Bessa, Amine Lansari",Pierre Aïm,Sophie Brunet,"December 13, 2017","Algeria, Belgium, France","French, Arabic"
464,Blind Spot,"Blind Spot (Dutch: Dode Hoek) is a 2017 Belgian thriller film directed by Nabil Ben Yadir. It stars Peter Van Den Begin as Jan Verbeek, an uncompromising police officer from Antwerp. The film was written by Laurent Brandenbourger and Ben Yadir, who also produced alongside Peter Bouckaert and Benoit Roland.",Nabil Ben Yadir,"Nabil Ben Yadir, Laurent Brandenbourger","Nabil Ben Yadir, Peter Bouckaert, Benoit Roland","Peter Van den Begin, Soufiane Chilah, Jan Decleir",Robrecht Heyvaert,Dieter Diependaele,25 January 2017,Belgium,"French, Dutch"
465,Bliss,"Bliss is a 2017 Filipino psychological thriller film written, directed, edited and scored by Jerrold Tarog.[4] It stars Iza Calzado, Ian Veneracion, TJ Trinidad, Michael de Mesa, and Adrienne Vergara.[3] The film competed in Japan at the 12th Osaka Asian Film Festival in March 2017 to critical acclaim,[4][5] where Calzado also garnered the Yakushi Pearl Award for Best Performer.[6] The film premiered in the Philippines on May 10.[5]",Jerrold Tarog,Jerrold Tarog,Darlene Malimas,"Iza Calzado, Ian Veneracion, TJ Trinidad, Adrienne Vergara, Michael de Mesa",Mackie Galvez,Jerrold Tarog,"March 5, 2017(Japan)",Philippines,Filipino
466,Blockage,"It was released on December 27, 2017, in Iran theatrically.[4]",Mohsen Gharaie,Saeed Roustayi,Bahman Kamyar,"Hamed Behdad, Baran Kosari",Morteza Hedayat,Sepideh Abdolvahab,31 January 2017(Fajr Film Festival),Iran,Persian
467,Blogger's Wife,"Blogger's Wife is a 2017 Nollywood film produced by Seun Oloketuyi and directed by Toka McBaror.[1][2] The movie addresses managing professional and family spaces and it stars Segun Arinze, Adejumoke Aderounmu, Deyemi Okanlawon, Ijeoma Grace Agu and Adeniyi Johnson.[3][4][5]",Toka McBaror,,Seun Oloketuyi,"Segun Arinze, Adejumoke Aderounmu, Deyemi Okanlawon, Ijeoma Grace Agu and Adeniyi Johnson",,,2017,Nigeria,English language
468,Blood Honey,"Blood Honey is a 2017 Canadian thriller film directed by Jeff Kopas from a screenplay written by Douglas Taylor and Jeff Kopas. The film has an ensemble cast including Shenae Grimes-Beech, Gil Bellows, Kenneth Mitchell, Don McKellar, Natalie Brown, Morgan Kelly, Scott McCord and Matt Gordon.",Jeff Kopas,"Douglas Taylor, Jeff Kopas","Robert Budreau, Jeff Kopas, Ryan Reaney, Marina Cordoni, Dan Peel, Douglas Taylor","Shenae Grimes-Beech, Gil Bellows, Kenneth Mitchell, Don McKellar, Natalie Brown, Morgan Kelly, Scott McCord, Matt Gordon",D. Gregor Hagey,Mike Reisacher,"September 1, 2017(Canada)",Canada,English
469,Blood Money,"Blood Money (originally titled Misfortune[2]) is a 2017 American crime thriller film directed by Lucky McKee and written by Jared Butler and Lars Norberg. The film stars John Cusack, Ellar Coltrane, Willa Fitzgerald and Jacob Artist.",Lucky McKee,,"David Buelow, David Tish, Lee Nelson","John Cusack, Ellar Coltrane, Willa Fitzgerald, Jacob Artist",Alex Vendler,Zach Passero,"October 13, 2017(United States)",United States,English
470,Blood Road,"Blood Road is a 2017 documentary film directed by Nicholas Schrunk and produced by Red Bull.[1] It stars endurance mountain biker Rebecca Rusch, Vietnamese cyclist Huyen Nguyen and cartographer Don Duvall. The film chronicles the journey of Rusch traversing over 1,200 miles (1,900 km) on bicycle along the Ho Chi Minh trail to the site where her father, a US Air Force F-4 fighter pilot, was shot down in Laos 40 years earlier. It won numerous best of festival awards and a News & Documentary Emmy Award in 2018.[2]",Nicholas Schrunk,Mark Anders,Sandra Kuhn,"Rebecca Rusch, Huyen Nguyen, Don Duvall",Ryan Young,Emad Hashim,"March 15, 2017","Laos, Vietnam, Cambodia, United States","English, Vietnamese, Lao"
471,Bloodlands,Bloodlands (Albanian: Tokë Gjaku) is a 2017 Australian-Albanian[1] horror film directed and written by Steven Kastrissios. It stars Gëzim Rudi and Suela Bako as members of a family that have a blood feud with a shtriga.,Steven Kastrissios,Steven Kastrissios,"Dritan Arbana, Steven Kastrissios, Tan Kazazi","Gëzim Rudi, Suela Bako, Emiljano Palali, Alesia Xhemalaj, Ilire Vinca Çelaj",Leander Ljarja,,25 February 2017,Albania,Albanian
472,Bloody Crayons,"Bloody Crayons is a 2017 Filipino slasher film based on the book of the same name by Wattpad writer Josh Argonza. Directed by Topel Lee, the film features an ensemble cast including Janella Salvador, Jane Oineza, Maris Racal, Ronnie Alonte, Sofia Andres, Diego Loyzaga, Yves Flores, Empoy Marquez, and Elmo Magalona.[4]",Topel Lee,"Enrico C. Santos, Carmel Josine Jacomille, RJ Panahon, Justine Reyes de Jesus, Kenneth Lim Dagatan, John Paul Abellera","Charo Santos-Concio, Malou N. Santos","Janella Salvador, Elmo Magalona, Empoy Marquez, Jane Oineza, Diego Loyzaga, Sofia Andres, Ronnie Alonte, Maris Racal, Yves Flores",Topel Lee,Beng Bandong,"July 12, 2017",Philippines,Filipino
473,Bloody Milk,"Bloody Milk (French: Petit paysan, lit. 'Little peasant') is a 2017 French drama film directed by Hubert Charuel in his feature debut. It was presented in the Critics' Week section at the 2017 Cannes Film Festival.[5]",Hubert Charuel,"Hubert Charuel, Claude Le Pape","Alexis Dulguerian, Stéphanie Bermann","Swann Arlaud, Sara Giraudeau",Sébastien Goepfert,"Julie Lena, Lilian Corbeille, Grégoire Pontécaille",20 May 2017(Cannes),France,French
474,Bloody Richard,The film has been presented out of competition at the 35th Turin Film Festival.[3][4],Roberta Torre,,Paolo Guerra,"Massimo Ranieri, Sonia Bergamasco",Matteo Cocco,Giogiò Franchini,27 November 2017,Italy,Italian
475,Bluebeard,Seung-Hoon (Cho Jin-Woong) is a physician who opened a clinic in Seoul but went bankrupt. He landed a job at a hospital and soon gets involved in a series of murder cases when his patient murmurs something disturbing.,Lee Soo-yeon,Lee Soo-yeon,Cho Jeong-jun,"Cho Jin-woong, Shin Goo, Kim Dae-myung, Song Young-chang, Lee Chung-ah, Yoon Se-ah",Uhm Hye-jung,Kim Sun-min,"March 1, 2017",South Korea,Korean
476,Blund's Lullaby,The short film stars Agnes and Mathilda Melin.[3],"Magda Lindblom, Amanda Nilsson","Magda Lindblom, Amanda Nilsson","Magda Lindblom, Amanda Nilsson","Agnes Melin, Mathilda Melin",,,"September 14, 2017",Sweden,
477,Boar,"Boar is a 2017 Australian horror film written and directed by Chris Sun[1] about a young family that find themselves in the Australian countryside, being hunted by a giant, bloodthirsty wild boar. The film stars Nathan Jones, John Jarratt, Christie-Lee Britten, and Melissa Tkautz, with special appearances by Chris Haywood and Steve Bisley.",Chris Sun,"Kristy Dallas, Chris Sun","Kris Maric, Christine Hulsby, Chris Sun","Nathan Jones, John Jarratt, Melissa Tkautz, Bill Moseley",Andrew Conder,Michael Gilbert,23 November 2017(Monster Fest),Australia,English
478,Boarding Pass,Boarding Pass at IMDb,Mehdi Rahmani,"Amir Arabi, Babak Mirzakhani, Mehdi Rahmani","Bahman Kamyar, Mehdi Rahmani","Neda Jebraeili, Mansour Shahbazi, Mohammad Ali Najafian, Asghar Rafijam, Shirin Yazdanbakhsh, Tala Motazedi, Bardia Hosseini",Mohammad Rasouli,Mohammad Reza Mouyini,"October 15, 2017(Warsaw Film Festival)",Iran,Persian
479,Bobbi Kristina,"Bobbi Kristina is a 2017 American biographical drama film about Bobbi Kristina Brown, directed by Ty Hodges and written by Rhonda Baraka. The film stars Joy Rovaris, Nadji Jeter, Demetria McKinney, Vivica A. Fox, Hassan Johnson, and Ricco Ross. The film premiered on TV One on October 8, 2017.[1][2]",,,,,,,,,
480,Bodied,"Bodied is a 2017 American battle rap comedy-drama film directed by Joseph Kahn, written by Alex Larsen and produced by Eminem, his manager Paul Rosenberg, and Adi Shankar.[6] The film premiered at the 2017 Toronto International Film Festival.[6] It stars Calum Worthy as Adam, a graduate student who becomes a competitive battle rapper after becoming immersed in the scene while working on his graduate thesis on the subject.[6]",Joseph Kahn,,"Eminem, Paul Rosenberg, Adi Shankar, Jil Hardin","Calum Worthy, Jackie Long, Rory Uphold, Dumbfoundead, Walter Perez, Shoniqua Shandai, Charlamagne tha God, Dizaster, Hollow da Don, Loaded Lux, Debra Wilson, Anthony Michael Hall",Matt Wise,Chancler Haynes,"September 7, 2017(TIFF)","United States, Canada",English
481,Body Electric,Guadalajara International Film Festival,Marcelo Caetano,,"Marcelo Caetano, Roberto Tibiriçá","Kelner Macêdo, Lucas Andrade",,,"August 17, 2017(Brazil)",Brazil,Portuguese
482,Body Language,"Body Language is a 2017 Nigerian thriller film. It was produced by Emem Isong, the owner of Rok Studios. Tom Robson is the cinematographer and the screenplay is by Kehinde Joseph.[1]","Moses Inwang, Lawrence Richards","Anthony Kehinde Joseph, Lawrence Richards",Emem Isong,"Tana Adelana, Ramsey Nouah, Ken Erics",Tom Robson,Nsisong Essien,2017,Nigeria,English
483,Bogan,"Bogan (transl. Hedonist / Pleasure seeker) is a 2017 Indian Tamil-language supernatural action thriller film written and directed by Lakshman and produced by Prabhu Deva and Ganesh.[2] The film stars Aravind Swamy and Ravi Mohan (credited as Jayam Ravi) in titular roles, with Hansika Motwani, Akshara Gowda, Nassar, Ponvannan and Naren in supporting roles. The story is about the body swapping of an honest police officer, Vikram (Ravi Mohan) and a powered thief, Aditya (Swami). Featuring music composed by D. Imman, the film began production during March 2016 and released on 2 February 2017 to positive reviews with praise for cast performances (especially Swami and Ravi's performance), story narration and Imman's music. However, the climax was criticised.",Lakshman,"K. Chandru, (Dialogue)","Prabhu Deva, Ishari K. Ganesh","Arvind Swamy, Ravi Mohan, Hansika Motwani, Akshara Gowda",Soundararajan,Anthony,2 February 20171,India,Tamil
484,Bokeh,"Bokeh is a 2017 science fiction drama film written and directed by Geoffrey Orthwein and Andrew Sullivan.  It stars Maika Monroe and Matt O'Leary as two American tourists in Iceland who find everyone else on the island has mysteriously vanished.  It premiered at the Santa Barbara International Film Festival and was released theatrically in the United States on March 24, 2017.","Geoffrey Orthwein, Andrew Sullivan","Geoffrey Orthwein, Andrew Sullivan","Doug Daulton, Kent Genzlinger, Briene Lermitte","Maika Monroe, Matt O'Leary",Joe Lindsay,Geoffrey Orthwein,"February 3, 2017(SBIFF)","United States, [, 1, ], Iceland, [, 1, ]",English
485,"The Bold, the Corrupt, and the Beautiful","Madame Tang, the wife of a general, is an antique dealer who lives in a mansion with her two daughters. Dealing with high ranking government officials and the rich, their lives are disrupted when the family of their close friend is murdered. Soon, the murder escalates into a game of survival between those who are involved, in which the person with the last laugh is the winner.",Yang Ya-che,,Liu Weijian,"Kara Wai, Wu Ke-xi, Vicky Chen",Chen Ko-chin,Chen Chun-hong,"October 15, 2017(BIFF)",Taiwan,"Mandarin, Hokkien, Cantonese, Japanese"
486,Bolo Dugga Maiki,Bolo Dugga Maiki is an Indian Bengali language romantic comedy film directed by Raj Chakraborty and produced by Shrikant Mohta and Mahendra Soni under the banner of Shree Venkatesh Films. The film stars Ankush Hazra and Nusrat Jahan in lead roles.[1] The movie is partially based on the 2015 Malayalam movie Oru Vadakkan Selfie.,Raj Chakraborty,Raj Chakraborty,"Shrikant Mohta, Mahendra Soni","Ankush Hazra, Nusrat Jahan",,Mohammad Kalam,22 September 2017(India),India,Bengali
487,Bolshoi,"It was released in Russia on May 11, 2017, by Walt Disney Studios Sony Pictures Releasing (WDSSPR).",Valery Todorovsky,"Anastasiya Palchikova, Ilya Tilkin, Valery Todorovsky","Valery Todorovsky, Anton Zlatopolsky, Maksim Koroptsov, Elena Kozhanova, Anastasiya Biryukova","Margarita Simonova, Alisa Freindlikh, Valentina Telichkina, Aleksandr Domogarov, Nicolas Le Riche",Sergey Mikhalchuk,Aleksey Bobrov,"May 11, 2017",Russia,Russian
488,Bomb City,"Bomb City is a 2017 American crime film directed by Jameson Brooks, co-written by Jameson Brooks and Sheldon R. Chick, and starring Dave Davis. The title of the film is a reference to one of the nicknames of the town of Amarillo for their nuclear weapon facilities.[3]",Jameson Brooks,"Jameson Brooks, Sheldon R Chick","Sheldon R Chick, Major Dodge","Dave Davis, Glenn Morshower, Logan Huffman, Mae Mae Renfrow, Lorelei Linklater, Henry Knotts",Jake Wilganowski,Jameson Brooks,"March 31, 2017(Dallas International Film Festival)",United States,English
489,Bomb Scared,"Four Basque ETA terrorists, living together with peculiar Spanish neighbors, are planning a terrorist attack in Spain, but await a phone call with instructions from the head of the organization. It takes place in the summer of 2010 in a small Spanish town, when at the same time the Spain national football team wins the World Cup in South Africa and the whole country celebrating.[2]",Borja Cobeaga,"Diego San José, Borja Cobeaga",,"Javier Cámara, Julián López, Miren Ibarguren",,,"October 12, 2017(Spain)",Spain,Spanish
490,Bombshell: The Hedy Lamarr Story,"Bombshell: The Hedy Lamarr Story (referred to onscreen as simply Bombshell) is a 2017 American biographical documentary film directed, written and co-edited by Alexandra Dean, about the life of actress and inventor Hedy Lamarr. It had its world premiere at the 2017 Tribeca Film Festival[2] and released theatrically on November 24, 2017.[3] The film was broadcast in the United States on the PBS biography series American Masters in May 2018.[4][5] As of April 2020[update], it was also available on Netflix.",Alexandra Dean,Alexandra Dean,"Adam Haggiag, Katherine Drew, Alexandra Dean",,Buddy Squires,"Lindy Jankura, Penelope Falk, Alexandra Dean","April 23, 2017(Tribeca Film Festival)",United States,English
491,"Bon Cop, Bad Cop 2","David Bouchard steals a street-racing car in Montreal, eludes pursuers, and delivers it to a chop shop. Shortly after, the Royal Canadian Mounted Police (RCMP)[a] raid the garage, led by David's old colleague, Martin Ward. While fighting, David tells Martin that he is working for the Sûreté du Québec, and they improvise a scenario for David to escape while preserving his cover. They decide to combine their investigations but when David calls them partners, Martin notes that he will be in charge. David crashes the get-away vehicle, is shot, and takes drugs to make his escape story believable to mob boss Sylvio DiPietro and his henchman Mike Dubois.",Alain DesRochers,Patrick Huard,"Pierre Even, Patrick Huard, François Flamand","Patrick Huard, Colm Feore, Sarah-Jeanne Labrosse, Erik Knudsen, Noam Jenkins, John Moore",Ronald Plante,Jean-François Bergeron,"May 12, 2017",Canada,"English, French"
492,Bonfires,"The film premiered at the Traces de vies documentary film festival in Clermont-Ferrand in 2017. It was screened at a number of film festivals thereafter, and was incorporated into Bureau's larger multimedia exhibition Les murs du désordre.[3]",Martin Bureau,,Catherine Benoit,,"Émile Bureau, Martin Bureau","Émile Bureau, Martin Bureau",2017,Canada,
493,The Bongs Again,"The Bongs Again is a 2017 Indian bilingual (Bengali/English) film, directed by Anjan Dutt and produced by Overseas Films Limited. The film stars Parno Mitra, Neha Panda, Anjan Dutt, Gaurav Chakraborty, Jisshu Sengupta. It was theatrically released on 13 January 2017.[1]",Anjan Dutt,Anjan Dutt,Himanshu Dhanuka,"Parno Mitra, Neha Panda, Anjan Dutt, Gaurav Chakrabarty, Jisshu Sengupta",,Arghyakamal Mitra,13 January 2017,India,"Bengali, English"
494,Bongu,"Bongu (transl. Cheating) is a 2017 Indian Tamil-language heist film written and directed by Taj. The film stars Natty Subramaniam and Ruhi Singh, while Pooja Bisht plays a pivotal supporting role. Production for the film began in late 2015.",Taj,Taj,"Raghukumar, Rajarathnam, Sritharan","Natty Subramaniam, Ruhi Singh",Mahesh Muthuswami,Gopi Krishna,2 June 2017,India,Tamil
495,Bonne Pomme,"Gerard is tired of being taken for naive by his in-laws. He leaves everything and opens a garage in a village nestled at the bottom of the Gâtinais. In front of the garage, there is a lovely inn, run by Barbara, a beautiful, disconcerting, mysterious, unpredictable woman.",Florence Quentin,"Florence Quentin, Alexis Quentin","Dominique Besnehard, Christine Gozlan, Genevieve Lemal, David Poirot-Gozlan","Gérard Depardieu, Catherine Deneuve",Pascal Gennesseaux,Beatrice Herminie,30 August 2017,France,French
496,Bonnie & Clyde Copycats,Bonnie & Clyde Copycats is a 2017 Belgian action film written and directed by Bo & Gustavo Catilina.[1][2],Bo & Gustavo Catilina,Bo & Gustavo Catilina,,"Bo Catilina, Gustavo Catilina, Marc Isselee, Philip Van Bosstraeten, Michel Gabriels, Barbara Axters, Luc Deschrijver, Wim Vandeleene, Mighel Wensch",,,13 December 2017,Belgium,English
497,Boo 2! A Madea Halloween,"Boo 2! A Madea Halloween[a] is a 2017 American comedy horror film written, produced, directed by and starring Tyler Perry and also starring Cassi Davis, Patrice Lovely, Yousef Erakat, Diamond White, Lexy Panterra, Andre Hall, Brock O'Hurn, and Tito Ortiz. It is the tenth film in the Madea film series, the sequel to Boo! A Madea Halloween (2016), and the third Madea film (after Madea's Witness Protection and Boo!) not adapted from a stage play as it tells the story of Madea going to retrieve a now 18-year-old Tiffany from a lake that is said to be stalked by a serial killer. The film was released  by Lionsgate on October 20, 2017, and grossed $48 million.",Tyler Perry,Tyler Perry,"Tyler Perry, Ozzie Areu, Will Areu, Mark E. Swinton","Tyler Perry, Cassi Davis, Patrice Lovely, Yousef Erakat, Diamond White, Lexy Panterra, Andre Hall, Brock O'Hurn, Tito Ortiz",Richard Vialet,Larry Sexton,"October 20, 20171",United States,English
