,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
347,Black Slide,A young boy faces his deepest fears as he and his friend sneak into the scariest slide of the water park.[7],Uri Lotan,Uri Lotan,"Amit Russell Gicelter, Andrew Lord",,,,2021,"Israel, United Kingdom",
348,Black Widow,"Black Widow is a 2021 American superhero film based on Marvel Comics featuring the character of the same name. Produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures, it is the 24th film in the Marvel Cinematic Universe (MCU). The film was directed by Cate Shortland from a screenplay by Eric Pearson and stars Scarlett Johansson as Natasha Romanoff / Black Widow alongside Florence Pugh, David Harbour, O-T Fagbenle, Olga Kurylenko, William Hurt, Ray Winstone, and Rachel Weisz. Mostly set during the events of Captain America: Civil War (2016), the film sees Romanoff on the run and forced to confront her past as a Russian spy before she became an Avenger.",Cate Shortland,,Kevin Feige,"Scarlett Johansson, Florence Pugh, David Harbour, O-T Fagbenle, Olga Kurylenko, William Hurt, Ray Winstone, Rachel Weisz",Gabriel Beristain,"Leigh Folsom Boyd, Matthew Schmidt","June 29, 2021(world premieres)",United States,English
349,Blackout,The film was premiered at the cinemas around Nigeria on 29 October 2021.[4][5],Abbey Abimbola,Abbey Abimbola,"Segun Arinze, Abbey Abimbola, Toyin Alausa","Segun Arinze, Eniola Ajao",,,October 2021,Nigeria,
350,Blackpink: The Movie,"Blackpink: The Movie (Korean: 블랙핑크: 더 무비; stylized in all caps or as BLɅϽKPIИK THE MOVIE)[2] is a 2021 South Korean documentary film directed by Oh Yoon-dong and Jung Su-yee, featuring South Korean girl group Blackpink.[3] It was released on August 4, 2021, in South Korea and worldwide.[4]","Oh Yoon-dong, Jung Su-yee",,,,,,"August 4, 2021",South Korea,Korean
351,Blackstock Boneyard,"Blackstock Boneyard is a 2021 American horror slasher film and the directorial debut of Andre Alfa. Loosely based on the story of Thomas and Meeks Griffin, the film focuses on a young woman who is the target of undead vengeance after she inherits their stolen land.",Andre Alfa,,"Andre Alfa, Stephen George, Cameron Wade Mason, Keithian D. Sammons","Ashley Whelan, Laura Flannery, Dean Wilson, Aubree Storm, Aspen Kennedy Wilson, Richie Stephens",Amza Moglan,Hernan Menendez,"June 8, 2021(United States)",United States,English
352,The Blazing World,"The Blazing World is a 2021 American fantasy horror-thriller film written and directed by Carlson Young (in her feature film directorial debut) and co-written by Pierce Brown. The film stars Udo Kier, Dermot Mulroney, Vinessa Shaw, Soko, John Karna, Young and Edith González in her final film role before her death in 2019.[1] The film is loosely inspired by Margaret Cavendish's 1666 work of the same name.[2] In 2018, Young wrote, directed and starred in the short film of the same name, prior to expanding the basis and ideas for the full-length film.[3] It is the first in a planned trilogy of films entitled Saturn Returns.[4]",Carlson Young,"Carlson Young, Pierce Brown",Brinton Bryan,"Udo Kier, Dermot Mulroney, Edith Gonzalez, Vinessa Shaw, Soko, John Karna, Carlson Young",Shane F. Kelly,James K. Crouch,"January 31, 2021(Sundance)",United States,English
353,Blending Christmas,"Blending Christmas is a 2021 television film starring Haylie Duff, Aaron O'Connell and various actors from The Brady Bunch television series.[1][2][3]",,,,,,,,,
354,Blessed Boys,The film  premiered in the Biennale College - Cinema sidebar at the 78th edition of the Venice Film Festival.[2][3] It was screened at the 2022 Tribeca Festival.[4][5] It was awarded the Jury Award for best feature film at the Rome Independent Film Festival.[6],Silvia Brunelli,,,Francesco Pellegrino,Sammy Paravan,"Luna Gualano, Silvia Brunelli",2021,,Italian
355,The Blind Date,"Jeff (Michael Wawuyo Jr.) has a crush on a girl (Martha Kay) that's way outside his social class but he won't let that stop him. He'll do whatever it takes, including breaking a few rules.",Loukman Ali,,Usama Mukwaya,"Martha Kay, Raymond Rushabiro, Michael Wawuyo Jr.",Loukman Ali,,12 February 2021(Uganda),Uganda,English
356,The Blind Man Who Did Not Want to See Titanic,"The Blind Man Who Did Not Want to See Titanic (Finnish: Sokea mies, joka ei halunnut nähdä Titanicia) is a 2021 Finnish comedy-drama film directed by Teemu Nikki.[1][2] It won the best feature film, best screenplay and best leading actor awards from the 2022 Beijing International Film Festival.[3]",Teemu Nikki,Teemu Nikki,"Teemu Nikki, Pasi Hakkio, Jani Pösö","Petri Poikolainen, [, fi, ], Marjaana Maijala",Sari Aaltonen,,8 September 2021(VFF),Finland,Finnish
357,Bliss,"Bliss is a 2021 American drama film written and directed by Mike Cahill. It stars Owen Wilson and Salma Hayek,[2] and follows a middle-aged man (Wilson), recently divorced and estranged, who suffers a psychotic break when he is fired from an unhappy job. Befriended by a homeless woman (Hayek), he gradually falls deeper into what appears to be drug addiction. He struggles to discern reality from fantasy. It was released on February 5, 2021, on Amazon Prime Video, and received mostly negative reviews from critics, who compared it unfavorably to The Matrix.[3]",Mike Cahill,Mike Cahill,James D. Stern,"Owen Wilson, Salma Hayek",Markus Förderer,Troy Takaki,"February 5, 2021",United States,English
358,Blood Brothers: Malcolm X & Muhammad Ali,"Blood Brothers: Malcolm X & Muhammad Ali is a 2021 American documentary film made for Netflix and directed by Marcus A. Clarke.[1] The film is based on the book Blood Brothers: The Fatal Friendship Between Muhammad Ali and Malcolm X by Randy Roberts and Johnny Smith.[2] It tells the story of the friendship and deterioration thereof between American boxer Muhammad Ali and human rights activist Malcolm X, which is depicted through archival footage and interviews with friends of the two men.[3][4] It was released on September 9, 2021.[5]",Marcus A. Clarke,,"Kenya Barris, Ayanna Hart, Jason Perez","Muhammad Ali, Malcolm X",Justin Janowitz,"Paul Carruthers, Jeremy Siefer","September 9, 2021",United States,English
359,Blood Money,"Blood Money is a 2021 Indian Tamil-language thriller film directed by Sarjun KM[1] and produced by Emperor Entertainment. It is written by Sarjun KM and Sankar Dass from a story by S. Nabil Ahamed. The film stars Priya Bhavani Shankar, Metro Shirish, and Kishore in the lead roles.[2]  The film revolves around a journalist from Tamil Nadu who goes on a mission to save two men whose lives are at stake in Kuwait prison.  The film was released on 24 December 2021 on ZEE5.[3]",Sarjun KM,,Irfan Malik,"Priya Bhavani Shankar, Metro Shirish, Kishore, Vishrutha child Artist",G. Balamurugan,Prasanna GK,24 December 2021,India,Tamil
360,Blood on the Crown,"Blood on the Crown (formerly titled Storbju and Just Noise)[1] is a 2021 Maltese-Canadian-American film directed by Davide Ferrario and starring Harvey Keitel, Malcolm McDowell, and Tom Prior.[2] Roland Joffé served as an executive producer of the film.[1] The film is based on the 1919's Sette Giugno (7 June) events.",Davide Ferrario,Jean-Pierre Magro,"Jean-Pierre Magro, Pedja Miletic, Aaron Briffa","Harvey Keitel, Malcolm McDowell, Tom Prior",,,"March 9, 2021","United States, Canada, Malta","English, Maltese"
361,Blood Red Sky,"Blood Red Sky (also known as Transatlantic 473) is a 2021 British-German action-horror crime-thriller vampire film directed by Peter Thorwarth, who co-wrote the screenplay with Stefan Holtz.[2] The film stars Peri Baumeister, Roland Møller, Chidi Ajufo, and Alexander Scheer.[3] It was released on 23 July 2021 by Netflix.",Peter Thorwarth,"Peter Thorwarth, Stefan Holtz","Christian Becker, Benjamin Munz","Peri Baumeister, Roland Møller, Chidi Ajufo, Alexander Scheer, Dominic Purcell",Yoshi Heimrath,Knut Hake,23 July 2021,"United Kingdom, Germany","English, German, Arabic"
362,Bloodsuckers,"Bloodsuckers (German: Blutsauger) is a 2021 German comedy film written and directed by Julian Radlmaier [de]. The film stars Alexandre Koberidze, Lilith Stangenberg, Alexander Herbst and Corinna Harfouch. It is a story of an actor who wants to try his luck in Hollywood and falls in love with a vampire. The story is a comedy revolving around a vampire, her lover and her clumsly servant.[1][2]","Julian Radlmaier, [, de, ]",,,"Alexandre Koberidze, Lilith Stangenberg, Alexander Herbst, Corinna Harfouch",,,March 2021(Berlinale),Germany,German
363,Bloody Oranges,Bloody Oranges (French: Oranges sanguines) is a 2021 French comedy film directed by Jean-Christophe Meurisse.[2] The film was shown out of competition at the 2021 Cannes Film Festival.[3][4],Jean-Christophe Meurisse,,,Denis Podalydès,,,8 July 2021(Cannes),France,French
364,Bloom,"Bloom is a 2021 Indian Tamil-language short film directed by Richard Anthony, starring Mitra Visvesh and Ashwin Raam. The plot focuses on the romance between two different people, set in Chennai against the backdrop of COVID-19 lockdown in India in March 2020. The short film featured music by Hari Madras Rengarajan, cinematography handled by Niketh Bommireddy and edited by Sangathamizhan E. It was distributed by Mani Ratnam's production house Madras Talkies, and the film released on 19 May 2021 through YouTube.[1][2]",Richard Anthony,"Richard Anthony, Deepthi Govindarajan, Sanaa Mariam",,"Mitra Visvesh, Ashwin Raam",Niketh Bommireddy,Sangathamizhan E.,19 May 2021(YouTube),India,Tamil
365,Blue Bayou,"Blue Bayou is a 2021 American drama film written and directed by Justin Chon. The film stars Chon, Alicia Vikander, Mark O'Brien, Linh Dan Pham, Sydney Kowalske, Vondie Curtis-Hall and Emory Cohen.",Justin Chon,Justin Chon,"Charles D. King, Kim Roth, Poppy Hanks, Justin Chon","Justin Chon, Alicia Vikander, Mark O'Brien, Linh Dan Pham, Sydney Kowalske, Vondie Curtis-Hall, Emory Cohen","Matthew Chuang, Ante Cheng",Reynolds Barney,"July 13, 2021(Cannes)",United States,English
366,Blue Heart,"The film's plot takes place in a uchronia, serving as a connected, if nor a direct sequel to Coyula's 2003 debut film Red Cockroaches. In this alternative reality, Fidel Castro shepherds a program to create the New Man (utopian concept) with genetic engineering, and save the Cuban revolution. The experiment fails, with the resulting individuals being highly dangerous and unstable. They form a terrorist group, and threaten to destroy the very core of the society which created them. One of them, Elena, begins a journey in search of her origins.",Miguel Coyula,Miguel Coyula,"Miguel Coyula, Lynn Cruz","Lynn Cruz, , Carlos Gronlier, Héctor Noas, Mariana Alom, Aramis Delgado, Fernando Pérez",Miguel Coyula,Miguel Coyula,2021,Cuba,"Spanish, English, Japanese, Russian, Chinese"
367,Blue Miracle,"Blue Miracle is a 2021 American drama film directed by Julio Quintana from a screenplay by Quintana and Chris Dowling.[1] The film stars Dennis Quaid, Jimmy Gonzales, Raymond Cruz, Anthony Gonzalez, Dana Wheeler-Nicholson, Fernanda Urrejola and Bruce McGill.[2] It was released by Netflix on May 27, 2021.[3]",Julio Quintana,"Chris Dowling, Julio Quintana","Javier Chapa, Darren Moorman, Trey Reynolds, Ben Howard, Chris George","Dennis Quaid, Jimmy Gonzales, Anthony Gonzalez, Dana Wheeler-Nicholson, Fernanda Urrejola, Bruce McGill, Miguel Angel Garcia",Santiago Benet Mari,Sandra Adair,"May 27, 2021",United States,English
368,Blush,"Blush is a 2021 animated science fiction short film inspired by a true story from writer and director Joe Mateo, produced by Heather Schmidt Feng Yanu and executive produced by John Lasseter, David Ellison and Dana Goldberg. Developed from Skydance Animation, the short film follows an astronaut falling in love with an alien on a small planet.[1][2] The film was dedicated to the memory of Mary Ann R. Mateo who died from breast cancer. It was released on Apple TV+ on October 1, 2021.",Joe Mateo,Joe Mateo,Heather Schmidt Feng Yanu,,,Tim Mertens,"October 1, 2021","United States, Spain",English
369,Inside (The Songs),"Bo Burnham: Inside is a 2021 musical special written, directed, filmed, edited, and performed by American comedian Bo Burnham.[1] Created alone by Burnham in the guest house of his Los Angeles home during the COVID-19 pandemic, it was released on Netflix on May 30, 2021. Featuring a variety of songs and sketches about his day-to-day life indoors, it depicts Burnham's deteriorating mental health, explores themes of performativity and his relationship to the Internet and the audience it helped him reach, and addresses topics such as climate change and social movements. Other segments discuss online activities such as FaceTiming one's mother, posting on Instagram, sexting, and livestreaming video games.",Bo Burnham,Bo Burnham,Josh Senior,Bo Burnham,Bo Burnham,Bo Burnham,"May 30, 2021",United States,English
370,Bob Biswas,"Bob Biswas is a 2021 Indian Hindi-language action thriller film[1] directed by debutante Diya Annapurna Ghosh. A spin-off to the 2012 thriller Kahaani, it stars Abhishek Bachchan as the titular character (played by Saswata Chatterjee in the original).[2] The film premiered on ZEE5 on 3 December 2021 and received mixed reviews from the critics.[3][4]",Diya Annapurna Ghosh,Sujoy Ghosh,"Gauri Khan, Sujoy Ghosh, Gaurav Verma","Abhishek Bachchan, Chitrangada Singh, Paran Banerjee",Gairik Sarkar,Yasha Ramchandani,3 December 2021,India,Hindi
371,"Bob Ross: Happy Accidents, Betrayal & Greed","Bob Ross: Happy Accidents, Betrayal & Greed is a 2021 American biographical documentary film produced and distributed by Netflix and directed by Joshua Rofé. The film offers a look into the life and career of painter and television host Bob Ross, and the battle for his business empire.[1][2] The film was released on August 25, 2021.[3]",Joshua Rofé,,"Steven J. Berger, Divya D'Souza, Ben Falcone, Melissa McCarthy, Joshua Rofé, Lukas Cox","Bob Ross, Steve Ross, Vicky Ross, John Thamm, Dana Jester",Ronan Killeen,Allan Duso,"August 25, 2021",United States,English
372,Body Brokers,"Body Brokers is a 2021 American crime drama film written and directed by John Swab and starring Jack Kilmer, Michael Kenneth Williams, Jessica Rothe, Alice Englert, Peter Greene, Frank Grillo, and Melissa Leo. The film concerns a young drug addict brought to Los Angeles for treatment and to start his life over. The man learns the rehab center is not meant to help drug abusers, but is really an organized health insurance fraud ring enlisting addicts to recruit other addicts.",John Swab,John Swab,"Robert Ogden Barnum, Oliver Ridge, Jeremy M. Rosen, John Swab","Jack Kilmer, Michael Kenneth Williams, Jessica Rothe, Alice Englert, Peter Greene, Frank Grillo, Melissa Leo",Matt Clegg,John David Allen,"February 19, 2021(United States)",United States,English
373,Boiling Point,"Boiling Point is a 2021 British drama film directed by Philip Barantini and written by Barantini and James Cummings, based on a 2019 short film of the same name. It stars Stephen Graham, Vinette Robinson, Ray Panthaki, and Hannah Walters. It is a one-shot film set in a restaurant kitchen.",Philip Barantini,"Philip Barantini, James Cummings","Hester Ruoff, Bart Ruspoli, Stefan D'Bart (co-prod)","Stephen Graham, Vinette Robinson, Alice Feetham, Hannah Walters, Malachi Kirby, Taz Skylar, Lauryn Ajufo, Lourdes Faberes, Jason Flemyng, Ray Panthaki, Áine Rose Daly, Stephen McMillan, Gary Lamont",Matthew Lewis,Alex Fountain,23 August 2021(Karlovy Vary),United Kingdom,English
374,Bolo Hau,Bolo Hau (transl. Say yes) is a 2021 Indian Dakhini-language romantic drama film directed and produced by Tarun Dhanrajgir. The film's main cast is Adnan Sajid Khan and Jahnavi Dhanrajgir.[1][2][3][4],Tarun Dhanrajgir,Tarun Dhanrajgir,Tarun Dhanrajgir,"Adnan Sajid Khan, Jahnavi Dhanrajgir",,,15 January 2021,India,Dakhini
375,Bony,"Bony is a 2021 Indian Bengali-language science fiction action thriller film[1] directed by Parambrata Chatterjee, starring Koel Mullick, Anjan Dutt, and Chatterjee.[2][3] The film is a screen adaptation of the eponymous novel written by Bengali novelist Shirshendu Mukhopadhyay and is produced by Nishpal Singh under the banner of Surinder Films.[4] The film was shot in Tuscany, Italy.[5]",Parambrata Chatterjee,"Parambrata Chatterjee, & Aniruddha Dasgupta",Nishpal Singh,"Parambrata Chatterjee, Koel Mallick, Anjan Dutt, Kanchan Mallick",Tiyash Sen,Sumit Chowdhury,10 October 2021,India,Bengali
376,Boogie,"Boogie is a 2021 American sports drama film written and directed by Eddie Huang in his directorial debut. It stars Taylor Takahashi, Taylour Paige, Pop Smoke, and Jorge Lendeborg Jr. The film marks the first and only acting film appearance by Pop Smoke before his death in February 2020. It was released on March 5, 2021, by Focus Features. The film received mixed reviews from critics and has grossed $4.3 million.",Eddie Huang,Eddie Huang,"Josh Bratman, Michael Tadross, Josh McLaughlin","Taylor Takahashi, Taylour Paige, Pop Smoke, Jorge Lendeborg Jr.",Brett Jutkiewicz,Joan Sobel,"March 5, 2021",United States,English
377,The Book of Fish,"The Book of Fish (Korean: 자산어보; RR: Jasaneobo) is a 2021 South Korean black-and-white historical drama film directed by Lee Joon-ik. The film starring Sul Kyung-gu and Byun Yo-han, is about an exiled Joseon era scholar and a fisherman and their exchange of knowledge in writing a book.[3][4] It was theatrically released on March 31, 2021.[5]",Lee Joon-ik,Kim Se-gyeom,Kim Seong-cheol,"Sul Kyung-gu, Byun Yo-han",Lee Eui-tae,Kim Jeong-hun,31 March 2021,South Korea,Korean
378,A Bookshop in Paris,"The film comes from the script of an unrealized project by Ettore Scola.[1] Prior to this adaptation, the script was first adapted by Ivo Milazzo in a graphic novel entitled Un drago a forma di nuvola.[2][3] The film was shot in Cinecittà.[2]",Sergio Castellitto,,Andrea Petrozzi,"Sergio Castellitto, Bérénice Bejo, Matilda De Angelis",Italo Petriccione,Chiara Vullo,2021,,Italian
379,Boomba Ride,"Boomba Ride is an Assamese film directed by Biswajeet Bora.[2] It is written by Biswajeet Bora and Lopamudra Gogoi. The film is about a lower elementary school where Boomba is the only pupil, and the instructors' major issue is to keep the school open.[3]",Biswajeet Bora,"Biswajeet Bora, , Lopamudra Gogoi","Luit Kumar Barman, Dr.Kausshik Hazaricka, Binod Lal Das",,"Jiten Boro, Atul Sargiyari",Biswajeet Bora,November 2021(IFFI)1,India,"Mising, ,, Assamese"
380,BOOMERang,"The film tells about Edik, a self-confident, rich and cruel owner of a pharmacy business and an unlucky painter who falls on Edik's car, trying to commit suicide. But a miracle happened, the painter survived and now he must somehow compensate for the damage.[4]",Pyotr Buslov,"Vladimir Tsarenko, Pyotr Buslov","Tanya Statsman, Yelena Sever, Pyotr Buslov","Dmitry Nagiyev, Timofey Tribuntsev, Vladimir Sychyov, Yelena Sever, Roman Madyanov, Svetlana Ustinova, Maksim Vitorgan, Andrey Khabarov",Sergey Kozlov,,"September 23, 2021",Russia,Russian
381,Boomika,"Boomika also spelt as Bhoomika,[3] is a 2021 Indian Tamil-language horror thriller film written and directed by Rathindran R. Prasad. The film is also touted as the first film with the genre of eco action thriller.[4][5] The film stars Aishwarya Rajesh, Avantika Vandanapu, Vidhu, Madhuri Jain and Pavel Navageethan. The film resembles similar to the storyline of Karthik Subbaraj's directorial Mercury.[6] It was directly released via Star Vijay on 22 August 2021 and streamed internationally through Netflix, the following day (23 August 2021).[7][8] The film opened to average reviews.[9]",,,,,,,,,
382,Boonie Bears: The Wild Life,"At the Mountain Pine area, Logger Vick visits an amusement park named the Wild Life that he learned from his old friend. The visitors uses bracelets that can transform humans to an animal of your choice upon, as well as a super-transforming version. Contestants then compete with a range of other groups through an elimination round and a finals round. The winner group then receives one million dollars. With the belief that this price will be the solution to his problems, after taking a selfie with a guinea pig-turned visitor, Vick starts to have fun at the place. However, the bear brothers Bramble and Briar also secretly entered the park, and they teamed up together with a mysterious man named Leon. Vick then receives a sample package of the various animal choices he can change into. This choices can range from a bear, a chameleon and a lion.","Leon Ding, Shao Heqi, [, 1, ]",,,"Zhang Bingjun, Tan Xiao, Zhang Wei, Liu Pei, Zhou Ziyu, Zhu Guangzu, Jia Chenlu",,,12 February 2021(China),China,Standard Chinese
383,Bootlegger,"The cast also includes Brigitte Poupart, Jacob Whiteduck-Lavoie, Joshua Odjick, Jacques Newashish, Dominique Pétin and Samian.",Caroline Monnet,"Caroline Monnet, Daniel Watchorn",Catherine Chagnon,"Kawennáhere Devery Jacobs, Pascale Bussières",Nicolas Canniccioni,Aube Foglia,"September 25, 2021(Cinefest)",Canada,"French, Anishinabemowin"
384,Boris Karloff: The Man Behind the Monster,"Boris Karloff: The Man Behind the Monster is a 2021 American-British documentary film about the life and career of English actor Boris Karloff, who was known for his roles in horror films. The documentary was directed and written by Thomas Hamilton and co-produced with Ron MacCloskey.[1]",Thomas Hamilton,"Thomas Hamilton, Ron MacCloskey",,,Bruce Heinsius,"Anuree De Silva, Folasade Oyeleye","September 17, 2021",United States,English
385,Born a Champion,"Born a Champion is a 2021 American martial arts drama directed by Alex Ranarivelo and written by Sean Patrick Flanery and Ranarivelo. It stars Flanery, Dennis Quaid and Katrina Bowden. The film also features mixed martial arts fighter Edson Barboza, with appearances by Renzo Gracie and Mickey Gall.[1][2]",Alex Ranarivelo,"Sean Patrick Flanery, Alex Ranarivelo","Ali Afshar, Paul J. Alessi, Kevin Asbell, Daniel Aspromonte, Sean Patrick Flanery, George Kosturos, Forrest Lucas, Ava Rettke","Sean Patrick Flanery, Dennis Quaid, Katrina Bowden",Reuben Steinberg,Brett Hedlund,"January 22, 2021",United States,English
386,Born to Be Human,"Shi-Nan appears to be an ordinary 14-year-old—he plays video games obsessively and bristles when his mother calls for him while he's masturbating. His life shatters when severe abdominal pain strikes, followed by blood in his urine. Initially dismissed as an infection, medical tests later reveal Shi-Nan has a disorder of sex development: he is intersex, with outwardly male anatomy but internal female reproductive organs (including ovaries and a uterus), a condition that remained undetected until that point.[1][2][3]",Lily Ni,Lily Ni,"Tung Ting An, Kevin Yi","Ling-Wei Lee, Vera Chen, Chao-te Yin, Yao-Jen Chang, Yang Chen, Cheng-Mei Chuang, Alice Lee, Hsing-Wen Li, Zi-Cheng Li, Bonnie Liang, Yu-Hsien Lin, Hsiao-yuan Wang, Frances Wu, Chung-Min Yin",Po-Hsiung Huang,Yi-Men Tu,11 March 2021(Japan),Taiwan,Mandarin
387,The Boss Baby: Family Business,"The Boss Baby: Family Business (known in some territories as The Boss Baby 2) is a 2021 American animated comedy film produced by DreamWorks Animation. Loosely based on the picture books The Boss Baby and The Bossier Baby by Marla Frazee, it is the second installment in The Boss Baby franchise, and the sequel to The Boss Baby. The film was directed by Tom McGrath and written by Michael McCullers. It stars the voices of Amy Sedaris, Ariana Greenblatt, Jeff Goldblum, and Eva Longoria, with Alec Baldwin, Jimmy Kimmel, and Lisa Kudrow reprising their roles from the first film and James Marsden replacing Tobey Maguire. The film follows the now-adult Templeton brothers as they are brought back together after Tim's daughter Tina requests their help for Baby Corp to stop a professor from erasing childhoods worldwide.",Tom McGrath,,Jeff Hermann,"Alec Baldwin, James Marsden, Amy Sedaris, Ariana Greenblatt, Jeff Goldblum, Eva Longoria, Jimmy Kimmel, Lisa Kudrow",,"Mary Blee, Mark A. Hester","July 2, 2021",United States,English
388,Boulevard! A Hollywood Story,Boulevard! A Hollywood Story is a 2021 American documentary film by Jeffrey Schwarz. It is the story of Gloria Swanson's attempt to adapt a musical version of Billy Wilder's 1950 film Sunset Boulevard with composers Dickson Hughes and Richard Stapley.[1][2][3],Jeffrey Schwarz,,"John Boccardo, Jeffrey Schwarz",,,,2021,United States,English
389,The Box,"The Box (Korean: 더 박스; RR: Deo bakseu) is a 2021 South Korean musical road film directed by Yang Jung-woong for Yeonghwasa Take Co., Ltd. The film starring Park Chanyeol and Jo Dal-hwan, is about an aspiring singer and a washed-up music producer and their musical journey.[2] The film was theatrically released on March 24, 2021, by Cine Pilwoon Co., Ltd.[3]",Yang Jung-woong,,,"Park Chanyeol, Jo Dal-hwan",,,24 March 2021,South Korea,Korean
390,The Box,"The Box (Spanish: La caja) is a 2021 thriller drama film co-written, co-produced and directed by Lorenzo Vigas.[1] It was selected to compete for the Golden Lion at the 78th Venice International Film Festival and as the Venezuelan entry for the Best International Feature Film at the 95th Academy Awards.[2][3]",Lorenzo Vigas,"Paula Markovitch, Laura Santullo, Lorenzo Vigas","Michel Franco, Jorge Hernandez Aldana, Lorenzo Vigas",Hernán Mendoza,Sergio Armstrong,"Pablo Barbieri Carrera, Isabela Monteiro de Castro",6 September 2021(Venice),"Mexico, Venezuela, United States",Spanish
391,Boxballet,"Wearing nothing but her tutu and ballet shoes, a ballerina named Olya rushes out of the ballet studio and takes the train. Meanwhile, a boxer named Evgeny gets ready for his match with Radul Zaboev. As Evgeny looks in the mirror, he remembers how he met Olya.","Anton Dyakov, [, 1, ]","Anton Dyakov, Andrey Vasilyev","Aleksandr Boyarskiy, Sergey Selyanov",,,,"June 14, 2021(Annecy International Animation Film Festival)",Russia,
392,Boxing Day,Boxing Day is a 2021 British romantic-comedy Christmas film written by and starring Aml Ameen in his directorial debut. The film also stars Aja Naomi King and Leigh-Anne Pinnock - the latter making her acting debut - and is notably the first British Christmas romcom with an almost entirely Black cast.,Aml Ameen,"Aml Ameen, Bruce Purnell","Aml Ameen, Bruce Purnell, Damien Jones, Dominique Telson, Matthew G. Zamias, Joy Gharoro-Akpojotor","Aml Ameen, Aja Naomi King, Leigh-Anne Pinnock, Marianne Jean-Baptiste",David Pimm,Rebecca Lloyd,3 December 2021(United Kingdom & Ireland),United Kingdom,English
393,A Boy Called Christmas,"A Boy Called Christmas is a 2021 British Christmas fantasy film directed by Gil Kenan from a screenplay by Ol Parker and Kenan, based on the 2015 book of the same name by Matt Haig, and starring Henry Lawfull, Toby Jones, Sally Hawkins, Kristen Wiig, Michiel Huisman, Zoe Colletti, Stephen Merchant, Jim Broadbent, and Maggie Smith. It tells the story of a boy who travels to a land of elves with the mouse that he trained to speak as he ends up coming to their aid when people sent by the king, which his father is part of, make off with one of the elves. The story is told by an old woman to her grand-niece and grand-nephews.",Gil Kenan,,"Graham Broadbent, Pete Czernin","Henry Lawfull, Toby Jones, Sally Hawkins, Kristen Wiig, Michiel Huisman, Zoe Colletti, Stephen Merchant, Jim Broadbent, Maggie Smith",Zac Nicholson,"Peter Lambert, Richard Ketteridge",24 November 2021,"United Kingdom, United States",English
394,Boycott,,Julia Bacha,,"Just Vision, Suhad Babaa, Daniel J. Chalfen",,"Amber Fares, Kelly West","Flavia de Souza, Eric Metzgar","November 14, 2021(DOC NYC)",United States,
395,Brain Freeze,"A satire of class warfare, the film is set in a gated community in Montreal where the neighbourhood golf course has sprayed its grounds with a new experimental fertilizer that automatically melts the snow in winter so that its rich patrons can play golf all year round, but which in turn has contaminated the local water supply and is turning the residents into zombies. Against this backdrop, teenager André (Iani Bédard) must team up with survivalist Dan (Roy Dupuis) to protect themselves and André's baby sister Annie.[2]",Julien Knafo,Julien Knafo,Barbara Shrier,"Roy Dupuis, Iani Bédard",Marc Simpson-Threlford,Glenn Berman,"August 5, 2021(Fantasia)",Canada,French
396,Breaded Life,"Breaded Life is a 2021 Nigerian dramedy film written and directed by Biodun Stephen. Co-produced by Biodun Stephen, Tara Ajibulu and Kayode Sowade, it stars Timini Egbuson, Bimbo Ademoye, Tina Mba and Adedimeji Lateef. Breaded Life is a spin-off of the 2016 romantic comedy, Picture Perfect, and contains some of the original cast members.[1]",Biodun Stephen,,"Biodun Stephen, Tara Ajibulu, Kayode Sowade","MC Lively, Bisola Aiyeola, Timini Egbuson, Bimbo Ademoye, Bolanle Ninalowo, Adedimeji Lateef, Tina Mba",,,10 April 2021,Nigeria,"English, Yoruba, Nigerian Pidgin, Igbo"
397,Break Every Chain,"Break Every Chain is a 2021 American Christian biographical drama film directed and co-written by Tim Searfoss and based on the autobiographical novel of the same name by Jonathan Hickory. The film stars Ignacyo Matynia as Hickory, along with Dean Cain and Krystian Leonard.[1]",Tim Searfoss,"Tim Searfoss, Daniel Fajardo","Daniel Fajardo, Tim Searfoss","Ignacyo Matynia, Dean Cain, Krystian Leonard",Tim Searfoss,Tim Searfoss,"February 20, 2021(Tempe, Arizona)",United States,English
398,Breaking Boundaries,"Breaking Boundaries tells the story how humans are pushing Earth beyond the boundaries that have kept the planet stable for 10,000 years, following scientific journey of Rockström and his team's discovery of the nine planetary boundaries.[1]",Jon Clay,,"Alastair Fothergill, Colin Butfield, Kate Garwood, Keith Scholey, Jochen Zeitz","David Attenborough, Johan Rockström",,,4 June 2021,United Kingdom,English
