,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
439,"Blood, Passion and Coffee","Blood, Passion and Coffee (Spanish: Café con sabor a mi tierra) is a 2019 Honduran drama film directed by Carlos Membreño. It was selected as the Honduran entry for the Best International Feature Film at the 92nd Academy Awards, but it was not nominated.[1]",Carlos Membreño,,,Alejandra Arias,,,8 August 2019,Honduras,Spanish
440,Blood Quantum,"Blood Quantum premiered at the 2019 Toronto International Film Festival, where it was named second runner-up for the People's Choice Award: Midnight Madness. The film was made available for streaming on Shudder in the United States, the United Kingdom, and Ireland on April 28, 2020,[4] and has received generally positive reviews from critics, receiving the most nominations of any film at the 9th Canadian Screen Awards with 10 nominations,[5] ultimately winning seven.[6]",Jeff Barnaby,Jeff Barnaby,"John Christou, Robert Vroom","Michael Greyeyes, Elle-Máijá Tailfeathers, Forrest Goodluck, Kiowa Gordon, Brandon Oakes, Kawennáhere Devery Jacobs, Gary Farmer",Michel St-Martin,Jeff Barnaby,"September 5, 2019(TIFF)1",Canada,"English, Mi'kmaq"
441,Blood Vessel,"Blood Vessel is a 2019 horror film that was filmed in Melbourne, Australia.[1] The film was directed by Justin Dix and written by Dix and Jordan Prosser. It stars Alyssa Sutherland, Robert Taylor, Nathan Phillips, Christopher Kirby, John Lloyd Fillingham, and Alex Cooke.[2] The film premiered as a closing night film at 2019 FilmQuest in Provo, Utah,[3] where it was nominated for eleven awards, winning for Best Art Department, Best Costume, and Best Supporting Actress for Sutherland.[4] The film was released on 21 July 2020 via video-on-demand service Shudder.[5][6]",Justin Dix,"Justin Dix, Jordan Prosser","Corey Trent Ackerman, William Byerley, Justin Dix, Matthew Graham, Jeff Harrison, Charmaine Kuhn, Steven Matusko, Steven McKinnon, Nathan Phillips, Silvio Salom, Veronica Sive, Brett Thornquest","Alyssa Sutherland, Robert Taylor, Nathan Phillips, Christopher Kirby, John Lloyd Fillingham, Alex Cooke",Sky Davies,David Redman,2019,Australia,English
442,Blood Will Tell,Family patriarch Elías begins to unravel after the death of his wife—which casts a suspicious light on her tragic accident.,Miguel Cohan,"Ana Cohan, Miguel Cohan","John Benitz, Christian Faillace, Sebastian Freund, Juan Pablo Galli, Hernán Musaluppi, Walter Rippel, Santiago López Rodríguez, Juan Vera","Oscar Martínez, Paulina García, Dolores Fonzi",Julián Apezteguia,Soledad Salfate,28 February 2019,Argentina,Spanish
443,Bloody Marie,"Bloody Marie is a 2019 Dutch action thriller film written and directed by Guido van Driel and Lennert Hillege. It stars Susanne Wolff.[1][2] In July 2019, it was shortlisted as one of the nine films in contention to be the Dutch entry for the Academy Award for Best International Feature Film at the 92nd Academy Awards, but it was not selected.[3]","Guido van Driel, Lennert Hillege","Guido van Driel, Lennert Hillege",,Susanne Wolff,Lennert Hillege,Stijn Deconinck,27 January 2019,Netherlands,"Dutch, German, English"
444,Blow It to Bits,Blow It to Bits (French: On va tout péter) is a 2019 French drama film directed by Lech Kowalski. It was screened in the Directors' Fortnight section at the 2019 Cannes Film Festival.[1][2],Lech Kowalski,Lech Kowalski,,,Lech Kowalski,"Lech Kowalski, Odile Allard",16 May 2019(Cannes),France,French
445,Blow the Man Down,"Blow the Man Down is a 2019 American black comedy thriller film, written and directed by Bridget Savage Cole and Danielle Krudy. It stars Morgan Saylor, Sophie Lowe, Annette O'Toole, Marceline Hugot, Gayle Rankin, Will Brittain, Skipp Sudduth, Ebon Moss-Bachrach, June Squibb, and Margo Martindale.","Bridget Savage Cole, Danielle Krudy","Bridget Savage Cole, Danielle Krudy","Alex Scharfman, Drew Houpt, Tim Headington, Lia Buman","Morgan Saylor, Sophie Lowe, Annette O'Toole, Marceline Hugot, Gayle Rankin, Will Brittain, Skipp Sudduth, Ebon Moss-Bachrach, June Squibb, Margo Martindale",Todd Banhazl,Marc Vives,"April 26, 2019(Tribeca)",United States,English
446,Blowing Up Right Now,"Blowing Up Right Now is a 2019 American adventure romantic comedy film written by Chris Lee Hill, directed by Tom Morris and starring Sujata Day, Danny Jolles, Maria Blasucci, Corey Sorenson and Galadriel Stineman.",Tom Morris,Chris Lee Hill,"Tom Morris, Chris Lee Hill, Jaz Kalkat, Tyler MacIntyre, Aaron Webman","Sujata Day, Danny Jolles, Maria Blasucci, Corey Sorenson, Galadriel Stineman",Brooks Ludwick,Tyler MacIntyre,"June 15, 2019",United States,English
447,The Blue Elephant 2,"Principal photography of the film commenced in November 2018. The film had its theatrical release on 25 July 2019 and received positive reviews from the critics. Similar to the prequel film, it also became a successful venture at the box office. It also became the highest grossing Egyptian film in the history of Egyptian cinema collecting E£100 million at the box office.[3]",Marwan Hamed,Ahmed Mourad,,"Karim Abdel Aziz, Nelly Karim, Hend Sabry, Shereen Reda",Ahmed El Morsi,Mohamed Attia,"July 25, 2019",Egypt,Arabic
448,Blue Story,"Blue Story is a 2019 British musical crime drama film written, directed, and narrated by Rapman (Andrew Onwubolu) through the medium of rap and starring Stephen Odubola and Micheal Ward, with Eric Kofi-Abrefa, Khali Best, Karla-Simone Spence, Richie Campbell, Jo Martin and Junior Afolabi Salokun in supporting roles. Serving as Rapman's feature directorial debut, the film is based on his 2014 YouTube series of the same name, which in turn is based on the real life gangs - the Peckham Boys and Ghetto Boys. The story follows best friends Marco (Ward) and Timmy (Odubola) who, from different areas of London (Peckham and Deptford), find themselves becoming enemies in a violent and insidious postcode war.",Rapman,,"Joy Gharoro-Akpojotor, Damian Jones","Stephen Odubola, Micheal Ward, Eric Kofi-Abrefa, Khali Best, Karla-Simone Spence, Richie Campbell, Jo Martin, Junior Afolabi Salokun",Simon Stolland,Mdhamiri Á Nkemi,22 November 2019(United Kingdom),United Kingdom,English
449,Blush,"Blush is a 2019 American comedy-drama film directed by Debra Eisenstadt and starring Wendi McLendon-Covey. It premiered in the U.S. Dramatic Competition section at the 2019 Sundance Film Festival under the title Imaginary Order.[1] The film was released on April 10, 2020 by Gravitas Ventures.[2]",Debra Eisenstadt,Debra Eisenstadt,"Timur Bekbosunov, Debra Eisenstadt, Cosmos Kiindarius, Peter Wong",Wendi McLendon-Covey,Frank Tymezuk,"Debra Eisenstadt, Clark Harris","January 26, 2019(Sundance)",United States,English
450,Bo Nay Toe,,Steel (Dwe Myittar),,,"Nay Toe, Htun Ko Ko, Min Oo, Nay Myo Aung, Zin Wine, Htoo Char, Nay Ye, Thet Mon Myint, Paing Phyo Thu, Nang Khin Zay Yar",,,"November 21, 2019(Myanmar)",Myanmar,Burmese
451,BoBoiBoy Movie 2,"BoBoiBoy Movie 2 is a 2019 Malaysian animated superhero comedy film produced by Animonsta Studios. Directed by Nizam Razak, who also co-wrote the screenplay with Anas Abdul Aziz, it is a follow-up to BoBoiBoy The Movie and the first season of the series BoBoiBoy Galaxy. The film follows BoBoiBoy and his friends as they fight an ancient villain named Retak’ka, who plans to absorb BoBoiBoy's elemental powers.",Nizam Razak,"Nizam Razak, Anas Abdul Aziz",,"Nur Fathiah Diaz, Fadhli Mohd Rawi, Wong Pak Lin, Nizam Razak, Ieesya Isandra, Anas Abdul Aziz, Dzubir Mohammed Zakaria, Nur Sarah Alisya Zainal Rashid, Yap Ee Jean, Wong Wai Kay",,,8 August 2019,Malaysia,Malay
452,La boda de mi mejor amigo,"La boda de mi mejor amigo (transl. My best friend's Wedding) is a 2019 Mexican comedy-drama film directed by Celso García that premiered on 14 February 2019.[3] It is an adaptation of the 1997 American film My Best Friend's Wedding.[4] The film stars Ana Serradilla, Carlos Ferro, Miguel Ángel Silvestre, and Natasha Dupeyrón.[5]",Celso García,Gabriel Ripstein,,"Ana Serradilla, Carlos Ferro, Miguel Ángel Silvestre, Natasha Dupeyrón",,,14 February 2019(Mexico),Mexico,Spanish
453,Bodhai Yeri Budhi Maari,"Bodhai Yeri Budhi Maari (transl. Intoxicated and brainwashed) is a 2019 Indian Tamil action thriller film written and directed by newcomer Chandru KR.[1] The film stars  Dheeraj, Pradaini Surva, Radha Ravi, Mime Gopi, Charle and Dushara Vijayan.",Chandru KR,"Chandru KR, Kathir",Sreenidhi Sagar,"Dheeraj, Pradaini Surva, Radha Ravi, Mime Gopi, Charle, Dushara Vijayan",Balasubramaniem,V. J. Sabu Joseph,12 July 2019,India,Tamil
454,Bodies at Rest,"Pathologist Chen Jia Hao and his assistant Lynn Qiao are working late at a public morgue on Christmas Eve. Three masked men break into the morgue, trying to retrieve a bullet from the corpse of Ankie Cheng.",Renny Harlin,,Cary Cheng,"Nick Cheung, Richie Jen, Yang Zi",Anthony Pun,Cheung Ka-fai,"March 18, 2019(HKIFF)","China, Hong Kong","Mandarin, Cantonese"
455,The Body,"The Body is a 2019 Indian Hindi-language mystery thriller written and directed by Jeethu Joseph. The film stars Rishi Kapoor, Emraan Hashmi, Vedhika, and Sobhita Dhulipala.[3] It is a remake of the 2012 Spanish film of the same name.[4]",Jeethu Joseph,Jeethu Joseph,Sunir Kheterpal,"Rishi Kapoor, Emraan Hashmi, Vedhika, Sobhita Dhulipala",Satheesh Kurup,Ayoob Khan,13 December 2019,India,Hindi
456,Body and Bones,"The cast also includes Lawrence Barry as Tess's stepfather Gerry, as well as Ruth Lawrence, Stephen Payette, Evan Mercer, Janet Cull, Emily Corcoran, Michelle Rex Bailey, Darren Ivany, Paula Morgan, Alison Woolridge, Heather Power and Jason Bhattacharya in supporting roles.",Melanie Oates,,"Chris Hatcher, Melanie Oates","Kelly Van der Burg, Joel Thomas Hynes, Lawrence Barry",Jordan Kennington,James Vandewater,"September 15, 2019(AIFF)",Canada,English
457,Body at Brighton Rock,"Body at Brighton Rock is a 2019 American horror thriller film, directed, written, and produced by Roxanne Benjamin. It stars Karina Fontes, Casey Adams, Emily Althaus, Miranda Bailey, Martin Spanjers, Matt Peters, Susan Burke and John Getz.",Roxanne Benjamin,Roxanne Benjamin,"Roxanne Benjamin, Christopher Alender","Karina Fontes, Casey Adams, Emily Althaus, Miranda Bailey, Martin Spanjers, Matt Peters, Susan Burke, John Getz",Hannah Getz,"Courtney Marcilliat, Matt Blundell","March 8, 2019(SXSW)",United States,English
458,The Body Remembers When the World Broke Open,"The film centres on a chance interaction between two Indigenous women of contrasting lived experience and socio-economic position, Áila (Elle-Máijá Tailfeathers) and Rosie (Violet Nelson), as they navigate the effects of intimate partner violence.[1] The majority of the film consists of a single, continuous long take.","Elle-Máijá Tailfeathers, Kathleen Hepburn","Kathleen Hepburn, Elle-Máijá Tailfeathers","Tyler Hagan, Lori Lozinski, Alan R. Milligan","Elle-Máijá Tailfeathers, Violet Nelson",Norm Li,Christian Siebenherz,"February 9, 2019(Berlin)",Canada,English
459,Boi,"Carlos Aguilar writing for the Los Angeles Times gave the film a bad review, stating: ""'Boi', from first-time Spanish writer-director Jorge M. Fontana, aims to examine an individual with unfulfilled artistic aspirations wrapped in a cryptic thriller; however, its stylish features overpower its many attempts at philosophical depth.""[4] Helen T. Verongos from the New York Times also disliked the movie, writing: ""The tantalizing clues, occasional laughs, and lapses, in reality, are not enough to hold this film together.""[5]",Jorge M. Fontana,Jorge M. Fontana,,"Bernat Quintana, Anatoly Chugunov, Miranda Gas, Macarena Gómez",,,"March 29, 2019","Spain, Portugal, Canada","English, Spanish"
460,Bolden,"Bolden is a 2019 American drama film based on the life of cornetist Buddy Bolden (1877–1931). One of the seminal figures in jazz history, Bolden left no surviving recordings, having been committed in 1907 at age 30 to the Louisiana State Insane Asylum, where he spent the rest of his life after a diagnosis of acute alcoholic psychosis.[1]",Dan Pritzker,"Daniel Pritzker, David N. Rothschild","Jonathan Cornick, Michele Tayler","Gary Carr, Erik LaRay Harvey, Ian McShane, Michael Rooker, Yaya DaCosta, Reno Wilson, Robert Ri'chard, Breon Pugh",Neal Norton,"Thomas J. Nordberg, Chris Steele-Nicholson","May 3, 2019",United States,English
461,Bombairiya,"Bombairiya (transl. The disease of Bombay) is a 2019 Indian Hindi-language black comedy crime-drama film directed by Pia Sukanya and written by Michael E. Ward, with story by Ward, Sukanya and Aarti Bagdi.[2] Ward was also the producer. The film stars Radhika Apte, Siddhanth Kapoor, Akshay Oberoi, Adil Hussain, Ravi Kishan, Amit Sial, Ajinkya Deo and Shilpa Shukla.[3] It follows Meghna, a native of Mumbai who gets embroiled in a series of events after her phone is stolen.[4] The film was released on 18 January 2019.[5][6]",Pia Sukanya,Michael E. Ward,"Michael E. Ward, Colin Burrows, Surendra Bagri","Radhika Apte, Siddhanth Kapoor, Akshay Oberoi, Adil Hussain, Ravi Kishan",Karthik Ganesh,Antara Lahiri,18 January 2019,India,Hindi
462,Bombay Rose,"Bombay Rose is a 2019 Indian animated film written, edited, designed and directed by Gitanjali Rao.[2] The film had its world premiere at International Critics Week at the 2019 Venice Film Festival.[3] It was screened in the Contemporary World Cinema section at the 2019 Toronto International Film Festival.[4] The film follows the story of a flower seller falling in love. It was made by frame-by-frame painted animation in computer and took 60 artists 18 months to complete.[5][6] Earlier scheduled for release on 4 December 2020 on Netflix, the film was released on the platform on 8 March 2021.[7][8][9]",Gitanjali Rao,Gitanjali Rao,"Anand Mahindra, Rohit Khattar","Cyli Khare, Amit Deondi, Gargi Shitole, Anurag Kashyap, Makrand Deshpande, Geetanjali Kulkarni, Shishir Sharma, Virendra Saxena, Amardeep Jha",,Gitanjali Rao,28 August 2019(Venice),India,"Hindi, English"
463,Bombshell,"Bombshell is a 2019 biographical drama film directed by Jay Roach and written by Charles Randolph. The film stars Charlize Theron (as Megyn Kelly), Nicole Kidman, and Margot Robbie, and is based on the accounts of the women at Fox News who set out to expose CEO Roger Ailes for sexual harassment. John Lithgow, Kate McKinnon, Connie Britton, Malcolm McDowell, and Allison Janney appear in supporting roles.",Jay Roach,Charles Randolph,"Aaron L. Glibert, Jay Roach, Robert Graf, Michelle Graham, Charles Randolph, Margaret Riley, Charlize Theron, A. J. Dix, Beth Kono","Charlize Theron, Nicole Kidman, John Lithgow, Kate McKinnon, Connie Britton, Malcolm McDowell, Allison Janney, Margot Robbie",Barry Ackroyd,Jon Poll,"December 13, 2019(United States)","United States, Canada",English
464,The Booksellers,"The Booksellers is a 2019 American documentary film that was directed, edited, and produced by D. W. Young. It was executive produced by Parker Posey, who also provides narration in the film. The film explores the world of antiquarian and rare book dealers and their bookstores. It focuses primarily on booksellers in New York City, including Jim Cummins, the founder of James Cummins Bookseller; Adina Cohen, Naomi Hample and Judith Lowry, the three sisters of the Argosy Book Store; Stephen Massey, founder of Christie’s NY Book Department; and Nancy Bass Wyden, owner of the Strand Bookstore. Other prominent people featured in the film include Fran Lebowitz, Gay Talese, Justin Croft, Zack Hample, Tom Lecky, Susan Orlean, William S. Reese, Rebecca Romney, A. S. W. Rosenbach, Jay S. Walker, and Kevin Young.",D. W. Young,,"D. W. Young, Dan Wechsler, Judith Mizrachy",,,,October 2019(New York Film Festival)12,United States,English
465,Booksmart,"Booksmart is a 2019 American coming-of-age comedy film directed by Olivia Wilde (in her feature directorial debut) and written by Emily Halpern, Sarah Haskins, Susanna Fogel, and Katie Silberman. It stars Beanie Feldstein and Kaitlyn Dever as two graduating high school girls who set out to finally break the rules and party on their last day of classes. Jessica Williams, Lisa Kudrow, Will Forte, and Jason Sudeikis also star.",Olivia Wilde,"Emily Halpern, Sarah Haskins, Susanna Fogel, Katie Silberman","Megan Ellison, Chelsea Barnard, David Distenfield, Jessica Elbaum, Katie Silberman","Kaitlyn Dever, Beanie Feldstein, Jessica Williams, Lisa Kudrow, Will Forte, Jason Sudeikis",Jason McCormick,"Brent White, Jamie Gross","March 10, 2019(SXSW)",United States,English
466,Boomerang,"Boomerang is a 2019 Indian Tamil-language action thriller film written, produced, and directed by R. Kannan. The film stars Atharvaa in a dual role, alongside  Megha Akash, and Indhuja Ravichandran, while Upen Patel plays an antagonistic role[1] alongside Sathish and RJ Balaji in supporting roles. The music was composed by Radhan with cinematography by Prasanna Kumar and editing by R. K. Selva. The film released on 8 March 2019.",R. Kannan,R. Kannan,"R. Kannan, M. K. Ramprasad","Atharvaa, Megha Akash, Indhuja Ravichandran, Sathish, RJ Balaji, Upen Patel",Prasanna Kumar,R. K. Selva,8 March 2019,India,Tamil
467,Born a King,"Born a King (Arabic: وُلِدَ مَلِكاً, romanized: Wulida Malikᵃⁿ) is a 2019 historical coming-of-age drama film directed by Agustí Villaronga. The film stars Abdullah Ali, Ed Skrein, Hermione Corfield, Laurence Fox, and James Fleet.",Agustí Villaronga,Henry Fitzherbert,"Andrés Vicente Gómez, Marco Gómez, Stuart Sutherland, Todd Albert Nims","Ed Skrein, Hermione Corfield, Abdullah Ali, Laurence Fox",Josep M. Civit,,25 April 2019(BCN Film Fest),"United Kingdom, Saudi Arabia, Bahrain, UAE, Oman, Kuwait","English, Arabic"
468,Born to Be,Born to Be (also known as Transformation) is a 2019 American documentary film directed by Tania Cypriano.[1] The film follows a doctor who strives to give transgender people full access to health and surgical care.,Tania Cypriano,,Michelle Koo Hayashi,,Jeffrey Johnson,"Scott K. Foley, Christopher White","September 28, 2019(New York Film Festival)",United States,English
469,Bornoporichoy,"Bornoporichoy (Learning alphabets) is a 2019 Indian Bengali-language neo-noir action crime thriller film written and directed by Mainak Bhowmick.[1] The film starring Jisshu Sengupta, Abir Chatterjee and Priyanka Sarkar was released under the banner of Shree Venkatesh Films on 26 July 2019. The action stunts of this film are directed by Sunil Rodrigues.[2] Anupam Roy is the music director of the film.[3][4]",Mainak Bhaumik,Mainak Bhaumik,,"Jisshu Sengupta, Abir Chatterjee, Priyanka Sarkar",Ramyadip Saha,Sanglap Bhowmik,26 July 2019,India,Bengali
470,Borunbabur Bondhu,"Borunbabur Bondhu is a 2019 Bengali-language Indian drama film directed by Anik Dutta for Surinder Films. The film is based on a Bengali story Chhad written by Ramapada Chowdhury. It is the story of an old man, whose life faces an upheaval after people come to know that a VVIP who was once his friend, is coming for a visit. The film stars Soumitra Chatterjee in the role of an elderly man with supporting cast of Madhabi Mukhopadhyay, Paran Bandopadhyay, Ritwick Chakraborty, Arpita Chatterjee, Sreelekha Mitra, Kaushik Sen and Bidipta Chakraborty.[3]",Anik Dutta,,Surinder Films,"Soumitra Chatterjee, Madhabi Mukhopadhyay, Paran Bandopadhyay, Ritwick Chakraborty, Arpita Chatterjee",Avik Mukhopadhyay,Arghyakamal Mitra,9 November 2019(KIFF)1,India,Bengali
471,Bottom of the 9th,"Bottom of the 9th is an American drama film, directed by Raymond De Felitta, from a screenplay by Robert Bruzio. The movie's original title is STANO. It stars Joe Manganiello, Sofía Vergara, Michael Rispoli and Denis O'Hare.",Raymond De Felitta,Robert Bruzio,"William Chartoff, Eric Fischer, Lynn Hendee, Joe Manganiello, Nick Manganiello","Joe Manganiello, Sofía Vergara, Michael Rispoli, Denis O'Hare",Barry Markowitz,David Leonard,"July 19, 2019(United States)",United States,English
472,Bow Bow,Bow Bow is a 2019 Indian Tamil-language film written and directed by S. Pradeep Kilikar. The film stars Master Ahaan and a labrador and the plot revolves around their relationship.[1],S. Pradeep Kilikar,S. Pradeep Kilikar,K. Natrajan,Master Ahaan,K. Arun Prasath,"E. Gopal, S. Anand",18 October 2019,India,Tamil
473,Box No. 88,,Win Lwin Htet,Nay Hein,,"Nay Toe, Eaindra Kyaw Zin, Htun Htun",Arkar Toe,,"November 7, 2019",Myanmar,Burmese
474,The Boy Band Con: The Lou Pearlman Story,"The Boy Band Con: The Lou Pearlman Story (working title The Lou Pearlman Project) is an American documentary film that premiered on March 13, 2019 at SXSW. Produced by Lance Bass, the film explores the career and legacy of record producer and convicted criminal Lou Pearlman.",Aaron Kunkel,,"Lance Bass, Matthew Charles Ducey, Sam Korkis, Nicholas Caprio","Lance Bass, AJ McLean, Ashley Parker Angel, Chris Kirkpatrick, JC Chasez, Johnny Wright, Lynn Harless, Aaron Carter, Nikki Deloach, Diane Bass","Henry Darrow McComas, Aaron Kunkel","Aaron Kunkel, Shane Patterson","March 13, 2019(SXSW)",United States,English
475,The Boy Who Harnessed the Wind,"The Boy Who Harnessed the Wind is a 2019 drama film written, directed by and starring Chiwetel Ejiofor in his feature directorial debut. The film is based on the memoir of the same name by William Kamkwamba and Bryan Mealer. It was screened in the Premieres section at the 2019 Sundance Film Festival and began streaming in most territories on Netflix on 1 March 2019. It was selected as the British entry for the Best International Feature Film at the 92nd Academy Awards, but it was not nominated.[1] It received widely positive reviews with praise going to Ejiofor's direction and the acting.",Chiwetel Ejiofor,,"Andrea Calderwood, Gail Egan","Maxwell Simba, Chiwetel Ejiofor, Lily Banda",Dick Pope,Valerio Bonelli,25 January 2019(Sundance),"United Kingdom, Malawi","English, Chichewa"
476,A Boyfriend's Presentation,"César is an overprotective father who one day discovers that his daughter Daniela wants to introduce him to her first boyfriend, Diego. His wife Gaby wants her husband to accept the inevitable. But everything gets worse when César is surprised that his daughter's suitor is an environmentalist, vegetarian, and feminist with whom he had a confrontation in days gone by. For this reason, César will seek the help of his partner to devise a plan that will open his daughter's eyes and leave that homeless man with no future.[4]",Soley Bernal,,"Soley Bernal, Christian Aguilar H.","Gary Centeno, Sergio Arce, Paloma Ruiz de Alda, Nicole de Saro, Lorelay Sancho, José Arceyuth",Franco C. Orocu,Soley Bernal,"August 22, 2019",Costa Rica,Spanish
477,Brahmachari,"Brahmachari  is a 2019 Indian Kannada-language comedy drama film written and directed by Chandra Mohan.[1] The film is produced by Uday K. Mehta under the banner UKM Studios. It features Sathish Ninasam[2] and Aditi Prabhudeva.[3][4] The supporting cast includes  Akshatha Srinivas, Shivaraj KR Pete, Ashok, Akanksha, Achyuth Kumar, Padmaja Rao and H. G. Dattatreya.[5] The score and soundtrack for the film is by Dharma Vish and the cinematography is by Ravi.V.",Chandra Mohan,Chandramohan,Uday K. Mehta,"Sathish Ninasam, Aditi Prabhudeva",Ravi.V,Arjun,29 November 2019,India,Kannada
478,Braking for Whales,Braking for Whales is a 2019 American comedy drama film directed by Sean McEwen and starring Tammin Sursok and Tom Felton.[1]  Sursok co-wrote the screenplay with McEwen.[2],Sean McEwen,"Sean McEwen, Tammin Sursok","Sean McEwen, Tammin Sursok, Cassidy Lunnen","Tammin Sursok, Tom Felton",Justin Henning,Andrew S. Eisen,"September 20, 2019(Boston Film Festival})",United States,English
479,Brave Father Online: Our Story of Final Fantasy XIV,"Original story author Maidy said that they were happy to help create a film version of their story as there were still issues to explore not covered by the television series.[3] Differences from the television version of the story, Final Fantasy XIV: Dad of Light, include the addition of a fourth sibling to the family.[3] Another change was to have other characters play Final Fantasy XIV not just father and son.[3] Square Enix also gave the filmmakers their own game server to control the time of day and weather in order to film exactly the kinds of shots they wished.[3]","Teruo Noguchi, Kiyoshi Yamamoto (game scenes)",Kota Fukihara,"Masahiro Honda, Kazuya Naito, Koji Shirasugi, Kazuhiro Yokoyama, Yanghwe Yoon","Kentaro Sakaguchi, Kōtarō Yoshida, Maika Yamamoto, Naomi Zaizen",Hikaru Yasuda,Takeshi Wada,"June 21, 2019(Japan)",Japan,Japanese
480,The Bravest,"The film is one of the seven films that premiered during the 70th anniversary of the People's Republic of China.[7] It was released in China on August 1, 2019, and in the United States on August 9. The film grossed over CN¥1.7 billion (US$244 million) in China.[3]",Tony Chan,"Yu Yonggan, Tony Chan","Andrew Lau, Peggy Lee","Huang Xiaoming, Du Jiang, Tan Zhuo, Yang Zi, Ou Hao",Kokei Leung,"Wenders Li, Barfuss Hui","August 1, 2019",China,Mandarin
481,The Brawler,The Brawler is a 2019 American biographical film directed by Ken Kushner and starring Zach McGowan as Chuck Wepner.[1]  The film also stars Amy Smart and Taryn Manning.[2],Ken Kushner,,"Mary Aloe, Arthur L. Bernstein, Randy DeOrio, Adam Falkoff, Daniel Grodnik, Ken Kushner, Jared Safier, Judy San Roman, Rob Simmons, Michael Yackovone","Zach McGowan, Amy Smart, Taryn Manning",Przemyslaw Reut,Rayvin Disla,"January 18, 2019",United States,English
482,The Break Up,Background Scores:,Hem Raj BC,Hem Raj BC,"Hem Raj BC, Deepak Khatiwada, Renu Rana, Rupak Thapa","Aashirman DS Joshi, Shilpa Maskey, Raymon Das Shrestha, Itchya Karki, Saroj Khanal, Sushmita Bomjan",Narendra Mainali,Surendra Poudel,1 March 2019,Nepal,Nepali
483,Breakthrough,"Breakthrough is a 2019 American Christian drama film directed by Roxann Dawson in her feature film directorial debut.[3] The film was written by Grant Nieporte, based on the Christian book The Impossible, an account of true events written by Joyce Smith with Ginger Kolbaba. It stars Chrissy Metz, Josh Lucas, Topher Grace, Mike Colter, Marcel Ruiz and Dennis Haysbert. Stephen Curry and Samuel Rodriguez are executive producers.[4]",Roxann Dawson,Grant Nieporte,DeVon Franklin,"Chrissy Metz, Josh Lucas, Topher Grace, Mike Colter, Marcel Ruiz, Dennis Haysbert",Zoran Popovic,Maysie Hoy,"March 20, 2019(St. Louis)",United States,English
484,Brecht,"The film focusses more on Brecht's relationships with women (namely Paula Banholzer, Marianne Zoff, Helene Weigel, Elisabeth Hauptmann, Ruth Berlau, Käthe Reichel, Regine Lutz and Isot Kilian) than on his plays and poems. It does not mention the term epic theatre (though rehearsal scenes in Part 2 illustrate his working process with the Berliner Ensemble) and his years of exile are skipped – Bresloer has written:",Heinrich Breloer,Heinrich Breloer,,"Tom Schilling, Burghart Klaußner, Lou Strenger, Adele Neuhauser, Mala Emde, Friederike Becht, Leonie Benesch, Trine Dyrholm, Franz Hartwig, Anatole Taubman, Thimo Meitner, Anna Herrmann, Maria Dragus, Laura de Boer",Gernot Roll,Claudia Wolscht,2019,"Germany, Austria, Czech Republic",German
485,Brené Brown: The Call to Courage,Brené Brown: The Call To Courage is a 2019 documentary film directed by Sandra Restrepo. The documentary depicts Brené Brown as she discusses what it takes to choose courage over comfort in today's culture.[1],Sandra Restrepo,,,Brené Brown,,,"April 19, 2019",United States,English
486,Brexit: The Uncivil War,"Brexit: The Uncivil War (simply Brexit in the US) is a 2019 British drama television film written by James Graham and directed by Toby Haynes.[3] It depicts the lead-up to the 2016 referendum through the activities of the strategists behind the Vote Leave campaign, that prompted the United Kingdom to exit the European Union, known as Brexit.[4] Benedict Cumberbatch stars as Dominic Cummings, the Campaign Director of the officially designated  Brexit-supporting group, Vote Leave. Rory Kinnear stars as Craig Oliver, one of the leaders of the officially designated Remain-supporting group, Britain Stronger in Europe.[5]",,,,,,,,,
487,Bridezilla,"Bridezilla is a 2019 Indonesian comedy-drama film directed by Andibachtiar Yusuf, from a screenplay by Lucky Kuswandi and Fai Tirtha.[1] It stars Jessica Mila, Rio Dewanto, Sheila Dara Aisha, and Rafael Tan.[2] The film was released on August 1, 2019.[3]",Andibachtiar Yusuf,"Lucky Kuswandi, Fai Tirtha",Christian Imanuell,"Jessica Mila, Rio Dewanto, Sheila Dara Aisha, Rafael Tan",Bagoes Tresna Adji,Aji Pradityo,"August 1, 2019",Indonesia,Indonesian
488,Brief Story from the Green Planet,"The film is an international co-production between Argentina, Brazil, Germany and Spain.",Santiago Loza,Santiago Loza,"Paulo Carvalho, Ángeles Hernández, David Matamoros, Luana Melgaço, Constanza Sanz Palacios","Romina Escobar, Paula Grinszpan, Luis Sodá",Eduardo Crespo,"Iair Michel Attias, Lorena Moriconi",11 February 2019(Berlin),"Argentina, Germany, Brazil, Spain",Spanish
489,De Brief voor Sinterklaas,De Brief voor Sinterklaas (Dutch for: The Letter for Sinterklaas) is a 2019 Dutch film directed by Lucio Messercola.[1],Lucio Messercola,"Trui van de Brug, Martijn van Nellestijn, Lucio Messercola","Martijn van Nellestijn, Mark van Roon, Marcella Westen",,Goof de Koning,,9 October 2019(Netherlands),Netherlands,Dutch
